s01-cb.csv(7)	 	 	 	  	 s02-dma.csv(12)	 	 	 	  	 s03-ima-artists.xml(4)	 	 	 	  	 s04-ima-artworks.xml(17)	 	 	 	  	 s05-met.json(14)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(14)	 	 	 	  	 s08-s-17-edited.xml(6)	 	 	 	  	 s09-s-18-artists.json(4)	 	 	 	  	 s10-s-18-artworks.json(11)	 	 	 	  	 s11-s-19-artists.json(6)	 	 	 	  	 s12-s-19-artworks.json(9)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(10)	 	 	 	  	 s14-s-california-african-american.json(9)	 	 	 	  	 s15-s-detroit-institute-of-art.json(13)	 	 	 	  	 s16-s-hammer.xml(5)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(12)	 	 	 	  	 s18-s-indianapolis-artists.xml(5)	 	 	 	  	 s19-s-indianapolis-artworks.xml(17)	 	 	 	  	 s20-s-lacma.xml(9)	 	 	 	  	 s21-s-met.json(28)	 	 	 	  	 s22-s-moca.xml(8)	 	 	 	  	 s23-s-national-portrait-gallery.json(18)	 	 	 	  	 s24-s-norton-simon.json(10)	 	 	 	  	 s25-s-oakland-museum-paintings.json(13)	 	 	 	  	 s26-s-san-francisco-moma.json(14)	 	 	 	  	 s27-s-the-huntington.json(12)	 	 	 	  	 s28-wildlife-art.csv(15)	 	 	 	  	 s29-gilcrease.csv(9)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.585	1.0	1.0 	 0.25	0.5	0.425	1.0	1.0 	 0.0	0.0	0.184	1.0	1.0 	 0.12	0.14	2.394	1.0	1.0 	 0.75	0.86	1.393	1.0	1.0 	 0.83	0.83	0.561	1.0	1.0 	 0.67	0.8	0.55	1.0	1.0 	 1.0	1.0	0.467	1.0	1.0 	 0.0	0.0	0.227	1.0	1.0 	 1.0	1.0	0.525	1.0	1.0 	 0.0	0.0	0.427	1.0	1.0 	 1.0	1.0	0.668	1.0	1.0 	 1.0	1.0	0.62	1.0	1.0 	 0.8	0.8	0.533	1.0	1.0 	 1.0	1.0	0.468	1.0	1.0 	 1.0	1.0	0.39	1.0	1.0 	 1.0	1.0	0.494	1.0	1.0 	 1.0	1.0	0.332	1.0	1.0 	 1.0	1.0	0.888	1.0	1.0 	 0.75	1.0	0.635	1.0	1.0 	 0.29	0.22	0.671	1.0	1.0 	 1.0	1.0	0.623	1.0	1.0 	 0.83	0.83	0.707	1.0	1.0 	 1.0	1.0	0.614	1.0	1.0 	 0.67	0.8	0.631	1.0	1.0 	 0.43	0.43	0.933	1.0	1.0 	 1.0	1.0	0.639	1.0	1.0 	 0.5	0.75	0.746	1.0	1.0 	 0.25	0.5	0.333	1.0	1.0
1.0	1.0	0.605	1.0	1.0 	 0.25	0.5	0.422	1.0	1.0 	 0.0	0.0	0.186	1.0	1.0 	 0.12	0.14	2.561	1.0	1.0 	 0.75	0.86	1.358	1.0	1.0 	 0.83	0.83	0.557	1.0	1.0 	 0.67	0.8	0.591	1.0	1.0 	 1.0	1.0	0.484	1.0	1.0 	 0.0	0.0	0.193	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.0	0.0	0.391	1.0	1.0 	 1.0	1.0	0.671	1.0	1.0 	 1.0	1.0	0.647	1.0	1.0 	 0.8	0.8	0.607	1.0	1.0 	 1.0	1.0	0.458	1.0	1.0 	 1.0	1.0	0.401	1.0	1.0 	 1.0	1.0	0.505	1.0	1.0 	 1.0	1.0	0.327	1.0	1.0 	 1.0	1.0	0.999	1.0	1.0 	 0.75	1.0	0.621	1.0	1.0 	 0.29	0.22	0.675	1.0	1.0 	 1.0	1.0	0.629	1.0	1.0 	 0.83	0.83	0.704	1.0	1.0 	 1.0	1.0	0.634	1.0	1.0 	 0.67	0.8	0.634	1.0	1.0 	 0.43	0.43	0.943	1.0	1.0 	 1.0	1.0	0.632	1.0	1.0 	 0.5	0.75	0.678	1.0	1.0 	 0.25	0.5	0.388	1.0	1.0
1.0	1.0	0.561	1.0	1.0 	 0.25	0.5	0.416	1.0	1.0 	 0.0	0.0	0.195	1.0	1.0 	 0.12	0.14	2.842	1.0	1.0 	 0.75	0.86	1.345	1.0	1.0 	 0.83	0.83	0.633	1.0	1.0 	 0.67	0.8	0.554	1.0	1.0 	 1.0	1.0	0.483	1.0	1.0 	 0.0	0.0	0.196	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.0	0.0	0.405	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 1.0	1.0	0.644	1.0	1.0 	 0.8	0.8	0.571	1.0	1.0 	 1.0	1.0	0.459	1.0	1.0 	 1.0	1.0	0.458	1.0	1.0 	 1.0	1.0	0.517	1.0	1.0 	 1.0	1.0	0.337	1.0	1.0 	 1.0	1.0	0.987	1.0	1.0 	 0.75	1.0	0.627	1.0	1.0 	 0.29	0.22	0.675	1.0	1.0 	 1.0	1.0	0.633	1.0	1.0 	 0.83	0.83	0.713	1.0	1.0 	 1.0	1.0	0.637	1.0	1.0 	 0.67	0.8	0.64	1.0	1.0 	 0.43	0.43	1.001	1.0	1.0 	 1.0	1.0	0.632	1.0	1.0 	 0.5	0.75	0.664	1.0	1.0 	 0.25	0.5	0.412	1.0	1.0
1.0	1.0	0.552	1.0	1.0 	 0.25	0.5	0.425	1.0	1.0 	 0.0	0.0	0.191	1.0	1.0 	 0.83	0.71	0.706	1.0	1.0 	 0.75	0.86	1.447	1.0	1.0 	 0.83	0.83	0.719	1.0	1.0 	 0.67	0.8	0.54	1.0	1.0 	 1.0	1.0	0.479	1.0	1.0 	 0.0	0.0	0.19	1.0	1.0 	 1.0	1.0	0.501	1.0	1.0 	 0.0	0.0	0.391	1.0	1.0 	 1.0	1.0	0.71	1.0	1.0 	 1.0	1.0	0.655	1.0	1.0 	 0.8	0.8	0.522	1.0	1.0 	 1.0	1.0	0.492	1.0	1.0 	 1.0	1.0	0.394	1.0	1.0 	 1.0	1.0	0.502	1.0	1.0 	 1.0	1.0	0.33	1.0	1.0 	 1.0	1.0	0.961	1.0	1.0 	 0.75	1.0	0.62	1.0	1.0 	 0.29	0.22	0.681	1.0	1.0 	 1.0	1.0	0.621	1.0	1.0 	 0.83	0.83	0.703	1.0	1.0 	 1.0	1.0	0.642	1.0	1.0 	 0.67	0.8	0.642	1.0	1.0 	 0.43	0.43	0.936	1.0	1.0 	 1.0	1.0	0.651	1.0	1.0 	 0.5	0.75	0.666	1.0	1.0 	 0.25	0.5	0.331	1.0	1.0
1.0	1.0	0.518	1.0	1.0 	 0.25	0.5	0.42	1.0	1.0 	 0.0	0.0	0.203	1.0	1.0 	 0.83	0.71	0.683	1.0	1.0 	 0.75	0.86	1.273	1.0	1.0 	 0.83	0.83	0.556	1.0	1.0 	 0.67	0.8	0.526	1.0	1.0 	 1.0	1.0	0.466	1.0	1.0 	 0.0	0.0	0.187	1.0	1.0 	 1.0	1.0	0.523	1.0	1.0 	 0.0	0.0	0.404	1.0	1.0 	 1.0	1.0	0.743	1.0	1.0 	 1.0	1.0	0.646	1.0	1.0 	 0.8	0.8	0.647	1.0	1.0 	 1.0	1.0	0.558	1.0	1.0 	 1.0	1.0	0.405	1.0	1.0 	 1.0	1.0	0.481	1.0	1.0 	 1.0	1.0	0.345	1.0	1.0 	 1.0	1.0	0.747	1.0	1.0 	 0.75	1.0	0.624	1.0	1.0 	 0.43	0.33	0.363	1.0	1.0 	 1.0	1.0	0.633	1.0	1.0 	 1.0	1.0	0.634	1.0	1.0 	 1.0	1.0	0.633	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.57	0.57	0.909	1.0	1.0 	 1.0	1.0	0.648	1.0	1.0 	 0.67	1.0	0.342	1.0	1.0 	 0.25	0.5	0.465	1.0	1.0
1.0	1.0	0.497	1.0	1.0 	 0.25	0.5	0.405	1.0	1.0 	 0.0	0.0	0.208	1.0	1.0 	 0.83	0.71	0.732	1.0	1.0 	 0.75	0.86	1.24	1.0	1.0 	 0.83	0.83	0.558	1.0	1.0 	 0.67	0.8	0.536	1.0	1.0 	 1.0	1.0	0.478	1.0	1.0 	 0.0	0.0	0.19	1.0	1.0 	 1.0	1.0	0.492	1.0	1.0 	 0.0	0.0	0.415	1.0	1.0 	 1.0	1.0	0.704	1.0	1.0 	 1.0	1.0	0.668	1.0	1.0 	 0.8	0.8	0.56	1.0	1.0 	 1.0	1.0	0.576	1.0	1.0 	 1.0	1.0	0.406	1.0	1.0 	 1.0	1.0	0.52	1.0	1.0 	 1.0	1.0	0.325	1.0	1.0 	 1.0	1.0	0.728	1.0	1.0 	 0.75	1.0	0.632	1.0	1.0 	 0.43	0.33	0.374	1.0	1.0 	 1.0	1.0	0.625	1.0	1.0 	 1.0	1.0	0.684	1.0	1.0 	 1.0	1.0	0.641	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.57	0.57	0.916	1.0	1.0 	 1.0	1.0	0.641	1.0	1.0 	 0.67	1.0	0.32	1.0	1.0 	 0.25	0.5	0.451	1.0	1.0
1.0	1.0	0.553	1.0	1.0 	 0.25	0.5	0.408	1.0	1.0 	 0.0	0.0	0.213	1.0	1.0 	 0.83	0.71	0.764	1.0	1.0 	 0.75	0.86	1.237	1.0	1.0 	 0.83	0.83	0.544	1.0	1.0 	 0.67	0.8	0.582	1.0	1.0 	 1.0	1.0	0.471	1.0	1.0 	 0.0	0.0	0.196	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 0.0	0.0	0.394	1.0	1.0 	 1.0	1.0	0.681	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.8	0.8	0.597	1.0	1.0 	 1.0	1.0	0.565	1.0	1.0 	 1.0	1.0	0.397	1.0	1.0 	 1.0	1.0	0.512	1.0	1.0 	 1.0	1.0	0.345	1.0	1.0 	 1.0	1.0	0.672	1.0	1.0 	 0.75	1.0	0.659	1.0	1.0 	 0.43	0.33	0.378	1.0	1.0 	 1.0	1.0	0.635	1.0	1.0 	 1.0	1.0	0.737	1.0	1.0 	 1.0	1.0	0.645	1.0	1.0 	 1.0	1.0	0.612	1.0	1.0 	 0.57	0.57	0.913	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.67	1.0	0.322	1.0	1.0 	 0.25	0.5	0.375	1.0	1.0
1.0	1.0	0.423	1.0	1.0 	 0.25	0.5	0.397	1.0	1.0 	 0.0	0.0	0.212	1.0	1.0 	 0.83	0.71	0.752	1.0	1.0 	 0.75	0.86	1.253	1.0	1.0 	 0.83	0.83	0.684	1.0	1.0 	 0.67	0.8	0.651	1.0	1.0 	 1.0	1.0	0.488	1.0	1.0 	 0.0	0.0	0.194	1.0	1.0 	 1.0	1.0	0.522	1.0	1.0 	 0.0	0.0	0.422	1.0	1.0 	 1.0	1.0	0.7	1.0	1.0 	 1.0	1.0	0.657	1.0	1.0 	 0.8	0.8	0.574	1.0	1.0 	 1.0	1.0	0.527	1.0	1.0 	 1.0	1.0	0.405	1.0	1.0 	 1.0	1.0	0.552	1.0	1.0 	 1.0	1.0	0.339	1.0	1.0 	 1.0	1.0	0.708	1.0	1.0 	 0.75	1.0	0.677	1.0	1.0 	 0.43	0.33	0.368	1.0	1.0 	 1.0	1.0	0.629	1.0	1.0 	 1.0	1.0	0.649	1.0	1.0 	 1.0	1.0	0.644	1.0	1.0 	 1.0	1.0	0.653	1.0	1.0 	 0.57	0.57	0.901	1.0	1.0 	 1.0	1.0	0.661	1.0	1.0 	 0.67	1.0	0.331	1.0	1.0 	 0.25	0.5	0.439	1.0	1.0
1.0	1.0	0.482	1.0	1.0 	 0.25	0.5	0.444	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 1.0	1.0	0.746	1.0	1.0 	 0.75	0.86	0.979	1.0	1.0 	 0.83	0.83	0.907	1.0	1.0 	 0.67	0.8	0.636	1.0	1.0 	 1.0	1.0	0.481	1.0	1.0 	 0.0	0.0	0.203	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 0.0	0.0	0.431	1.0	1.0 	 1.0	1.0	0.735	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 0.8	0.8	0.533	1.0	1.0 	 1.0	1.0	0.509	1.0	1.0 	 1.0	1.0	0.411	1.0	1.0 	 1.0	1.0	0.592	1.0	1.0 	 1.0	1.0	0.351	1.0	1.0 	 1.0	1.0	0.669	1.0	1.0 	 0.75	1.0	0.654	1.0	1.0 	 0.43	0.33	0.374	1.0	1.0 	 1.0	1.0	0.638	1.0	1.0 	 1.0	1.0	0.644	1.0	1.0 	 1.0	1.0	0.642	1.0	1.0 	 1.0	1.0	0.646	1.0	1.0 	 0.57	0.57	0.911	1.0	1.0 	 1.0	1.0	0.667	1.0	1.0 	 0.67	1.0	0.33	1.0	1.0 	 0.25	0.5	0.458	1.0	1.0
1.0	1.0	0.461	1.0	1.0 	 0.25	0.5	0.453	1.0	1.0 	 0.0	0.0	0.201	1.0	1.0 	 1.0	1.0	0.686	1.0	1.0 	 0.75	0.86	0.983	1.0	1.0 	 0.83	0.83	0.855	1.0	1.0 	 0.67	0.8	0.635	1.0	1.0 	 1.0	1.0	0.482	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 1.0	1.0	0.561	1.0	1.0 	 0.0	0.0	0.421	1.0	1.0 	 1.0	1.0	0.719	1.0	1.0 	 1.0	1.0	0.624	1.0	1.0 	 0.8	0.8	0.515	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 1.0	1.0	0.404	1.0	1.0 	 1.0	1.0	0.655	1.0	1.0 	 1.0	1.0	0.332	1.0	1.0 	 1.0	1.0	0.761	1.0	1.0 	 0.75	1.0	0.801	1.0	1.0 	 0.43	0.33	0.4	1.0	1.0 	 1.0	1.0	0.632	1.0	1.0 	 1.0	1.0	0.762	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 1.0	1.0	0.581	1.0	1.0 	 0.57	0.57	0.962	1.0	1.0 	 1.0	1.0	0.684	1.0	1.0 	 0.67	1.0	0.337	1.0	1.0 	 0.25	0.5	0.392	1.0	1.0
1.0	1.0	0.398	1.0	1.0 	 0.5	1.0	0.373	1.0	1.0 	 0.0	0.0	0.185	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.86	0.86	0.748	1.0	1.0 	 0.57	0.67	0.687	1.0	1.0 	 0.67	0.8	0.618	1.0	1.0 	 1.0	1.0	0.529	1.0	1.0 	 0.0	0.0	0.184	1.0	1.0 	 1.0	1.0	0.522	1.0	1.0 	 0.0	0.0	0.363	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 1.0	1.0	0.586	1.0	1.0 	 0.8	0.8	0.526	1.0	1.0 	 1.0	1.0	0.528	1.0	1.0 	 1.0	1.0	0.442	1.0	1.0 	 1.0	1.0	0.495	1.0	1.0 	 1.0	1.0	0.303	1.0	1.0 	 1.0	1.0	0.712	1.0	1.0 	 0.75	1.0	0.684	1.0	1.0 	 0.43	0.33	0.388	1.0	1.0 	 1.0	1.0	0.649	1.0	1.0 	 1.0	1.0	0.745	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 1.0	1.0	0.57	1.0	1.0 	 0.57	0.57	0.933	1.0	1.0 	 1.0	1.0	0.786	1.0	1.0 	 0.67	1.0	0.325	1.0	1.0 	 0.25	0.5	0.407	1.0	1.0
1.0	1.0	0.409	1.0	1.0 	 0.5	1.0	0.429	1.0	1.0 	 0.0	0.0	0.193	1.0	1.0 	 1.0	1.0	0.722	1.0	1.0 	 0.86	0.86	0.764	1.0	1.0 	 0.57	0.67	0.643	1.0	1.0 	 0.67	0.8	0.663	1.0	1.0 	 1.0	1.0	0.643	1.0	1.0 	 0.0	0.0	0.207	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.0	0.0	0.43	1.0	1.0 	 1.0	1.0	0.74	1.0	1.0 	 1.0	1.0	0.596	1.0	1.0 	 0.8	0.8	0.521	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 1.0	1.0	0.453	1.0	1.0 	 1.0	1.0	0.486	1.0	1.0 	 1.0	1.0	0.286	1.0	1.0 	 1.0	1.0	0.729	1.0	1.0 	 0.75	1.0	0.686	1.0	1.0 	 0.43	0.33	0.382	1.0	1.0 	 1.0	1.0	0.69	1.0	1.0 	 1.0	1.0	0.592	1.0	1.0 	 1.0	1.0	0.628	1.0	1.0 	 1.0	1.0	0.556	1.0	1.0 	 0.62	0.71	0.804	1.0	1.0 	 1.0	1.0	0.73	1.0	1.0 	 0.5	0.75	0.317	1.0	1.0 	 0.67	1.0	0.328	1.0	1.0
1.0	1.0	0.403	1.0	1.0 	 0.5	1.0	0.511	1.0	1.0 	 0.0	0.0	0.192	1.0	1.0 	 1.0	1.0	0.694	1.0	1.0 	 0.86	0.86	0.698	1.0	1.0 	 1.0	1.0	0.516	1.0	1.0 	 0.67	0.8	0.64	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 0.0	0.0	0.205	1.0	1.0 	 1.0	1.0	0.538	1.0	1.0 	 0.0	0.0	0.403	1.0	1.0 	 1.0	1.0	0.785	1.0	1.0 	 1.0	1.0	0.656	1.0	1.0 	 0.8	0.8	0.543	1.0	1.0 	 1.0	1.0	0.542	1.0	1.0 	 1.0	1.0	0.455	1.0	1.0 	 1.0	1.0	0.48	1.0	1.0 	 1.0	1.0	0.297	1.0	1.0 	 1.0	1.0	0.697	1.0	1.0 	 0.75	1.0	0.805	1.0	1.0 	 0.43	0.33	0.4	1.0	1.0 	 1.0	1.0	0.691	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 1.0	1.0	0.619	1.0	1.0 	 1.0	1.0	0.546	1.0	1.0 	 0.62	0.71	0.797	1.0	1.0 	 1.0	1.0	0.628	1.0	1.0 	 0.5	0.75	0.329	1.0	1.0 	 0.67	1.0	0.34	1.0	1.0
1.0	1.0	0.44	1.0	1.0 	 0.5	1.0	0.432	1.0	1.0 	 0.0	0.0	0.201	1.0	1.0 	 1.0	1.0	0.724	1.0	1.0 	 0.86	0.86	0.692	1.0	1.0 	 1.0	1.0	0.489	1.0	1.0 	 0.67	0.8	0.574	1.0	1.0 	 1.0	1.0	0.539	1.0	1.0 	 0.0	0.0	0.195	1.0	1.0 	 1.0	1.0	0.543	1.0	1.0 	 0.0	0.0	0.393	1.0	1.0 	 1.0	1.0	0.787	1.0	1.0 	 1.0	1.0	0.672	1.0	1.0 	 0.8	0.8	0.525	1.0	1.0 	 1.0	1.0	0.515	1.0	1.0 	 1.0	1.0	0.454	1.0	1.0 	 1.0	1.0	0.488	1.0	1.0 	 1.0	1.0	0.296	1.0	1.0 	 1.0	1.0	0.701	1.0	1.0 	 0.75	1.0	0.734	1.0	1.0 	 0.43	0.33	0.43	1.0	1.0 	 1.0	1.0	0.694	1.0	1.0 	 1.0	1.0	0.558	1.0	1.0 	 1.0	1.0	0.63	1.0	1.0 	 1.0	1.0	0.551	1.0	1.0 	 0.62	0.71	0.793	1.0	1.0 	 1.0	1.0	0.753	1.0	1.0 	 0.5	0.75	0.347	1.0	1.0 	 0.67	1.0	0.337	1.0	1.0
1.0	1.0	0.453	1.0	1.0 	 0.25	0.5	0.38	1.0	1.0 	 0.0	0.0	0.198	1.0	1.0 	 1.0	1.0	0.753	1.0	1.0 	 0.86	0.86	0.682	1.0	1.0 	 1.0	1.0	0.504	1.0	1.0 	 0.67	0.8	0.585	1.0	1.0 	 1.0	1.0	0.555	1.0	1.0 	 0.0	0.0	0.189	1.0	1.0 	 1.0	1.0	0.541	1.0	1.0 	 0.0	0.0	0.387	1.0	1.0 	 1.0	1.0	0.853	1.0	1.0 	 1.0	1.0	0.632	1.0	1.0 	 0.8	0.8	0.488	1.0	1.0 	 0.75	0.75	0.546	1.0	1.0 	 1.0	1.0	0.455	1.0	1.0 	 1.0	1.0	0.486	1.0	1.0 	 1.0	1.0	0.301	1.0	1.0 	 1.0	1.0	0.758	1.0	1.0 	 0.75	1.0	0.694	1.0	1.0 	 0.43	0.33	0.424	1.0	1.0 	 1.0	1.0	0.704	1.0	1.0 	 1.0	1.0	0.555	1.0	1.0 	 1.0	1.0	0.637	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.62	0.71	0.793	1.0	1.0 	 1.0	1.0	0.638	1.0	1.0 	 0.5	0.75	0.35	1.0	1.0 	 0.67	1.0	0.337	1.0	1.0
1.0	1.0	0.417	1.0	1.0 	 0.5	1.0	0.422	1.0	1.0 	 0.0	0.0	0.196	1.0	1.0 	 1.0	1.0	0.907	1.0	1.0 	 0.86	0.86	0.798	1.0	1.0 	 1.0	1.0	0.62	1.0	1.0 	 0.67	0.8	0.596	1.0	1.0 	 1.0	1.0	0.697	1.0	1.0 	 0.0	0.0	0.205	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.0	0.0	0.397	1.0	1.0 	 1.0	1.0	0.792	1.0	1.0 	 1.0	1.0	0.735	1.0	1.0 	 0.8	0.8	0.518	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 1.0	1.0	0.456	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 1.0	1.0	0.305	1.0	1.0 	 1.0	1.0	0.925	1.0	1.0 	 0.75	1.0	0.708	1.0	1.0 	 0.62	0.56	0.427	1.0	1.0 	 1.0	1.0	0.706	1.0	1.0 	 1.0	1.0	0.561	1.0	1.0 	 1.0	1.0	0.627	1.0	1.0 	 1.0	1.0	0.569	1.0	1.0 	 0.62	0.71	0.806	1.0	1.0 	 1.0	1.0	0.645	1.0	1.0 	 0.5	0.75	0.406	1.0	1.0 	 0.67	1.0	0.412	1.0	1.0
1.0	1.0	0.418	1.0	1.0 	 0.5	1.0	0.419	1.0	1.0 	 0.0	0.0	0.205	1.0	1.0 	 1.0	1.0	0.876	1.0	1.0 	 0.86	0.86	0.782	1.0	1.0 	 1.0	1.0	0.576	1.0	1.0 	 0.67	0.8	0.575	1.0	1.0 	 1.0	1.0	0.703	1.0	1.0 	 0.0	0.0	0.196	1.0	1.0 	 1.0	1.0	0.558	1.0	1.0 	 0.0	0.0	0.411	1.0	1.0 	 1.0	1.0	0.77	1.0	1.0 	 1.0	1.0	0.778	1.0	1.0 	 0.8	0.8	0.504	1.0	1.0 	 1.0	1.0	0.593	1.0	1.0 	 1.0	1.0	0.454	1.0	1.0 	 1.0	1.0	0.537	1.0	1.0 	 1.0	1.0	0.298	1.0	1.0 	 1.0	1.0	0.878	1.0	1.0 	 0.75	1.0	0.738	1.0	1.0 	 0.62	0.56	0.441	1.0	1.0 	 1.0	1.0	0.707	1.0	1.0 	 1.0	1.0	0.563	1.0	1.0 	 1.0	1.0	0.631	1.0	1.0 	 1.0	1.0	0.552	1.0	1.0 	 0.62	0.71	0.806	1.0	1.0 	 1.0	1.0	0.669	1.0	1.0 	 0.5	0.75	0.319	1.0	1.0 	 0.67	1.0	0.329	1.0	1.0
1.0	1.0	0.394	1.0	1.0 	 0.25	0.5	0.411	1.0	1.0 	 0.0	0.0	0.208	1.0	1.0 	 1.0	1.0	0.894	1.0	1.0 	 0.86	0.86	0.663	1.0	1.0 	 1.0	1.0	0.619	1.0	1.0 	 0.67	0.8	0.583	1.0	1.0 	 1.0	1.0	0.697	1.0	1.0 	 0.0	0.0	0.195	1.0	1.0 	 1.0	1.0	0.561	1.0	1.0 	 0.0	0.0	0.379	1.0	1.0 	 1.0	1.0	0.854	1.0	1.0 	 1.0	1.0	0.726	1.0	1.0 	 0.8	0.8	0.612	1.0	1.0 	 0.75	0.75	0.603	1.0	1.0 	 1.0	1.0	0.463	1.0	1.0 	 1.0	1.0	0.588	1.0	1.0 	 1.0	1.0	0.384	1.0	1.0 	 1.0	1.0	0.931	1.0	1.0 	 0.75	1.0	0.816	1.0	1.0 	 0.5	0.44	0.452	1.0	1.0 	 1.0	1.0	0.71	1.0	1.0 	 1.0	1.0	0.566	1.0	1.0 	 1.0	1.0	0.633	1.0	1.0 	 1.0	1.0	0.566	1.0	1.0 	 0.5	0.57	0.805	1.0	1.0 	 1.0	1.0	0.694	1.0	1.0 	 0.5	0.75	0.425	1.0	1.0 	 0.67	1.0	0.34	1.0	1.0
1.0	1.0	0.41	1.0	1.0 	 0.5	1.0	0.432	1.0	1.0 	 0.0	0.0	0.197	1.0	1.0 	 1.0	1.0	0.934	1.0	1.0 	 0.86	0.86	0.646	1.0	1.0 	 1.0	1.0	0.647	1.0	1.0 	 0.67	0.8	0.544	1.0	1.0 	 1.0	1.0	0.713	1.0	1.0 	 0.0	0.0	0.204	1.0	1.0 	 1.0	1.0	0.557	1.0	1.0 	 0.0	0.0	0.386	1.0	1.0 	 1.0	1.0	0.767	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 0.8	0.8	0.649	1.0	1.0 	 1.0	1.0	0.722	1.0	1.0 	 1.0	1.0	0.446	1.0	1.0 	 1.0	1.0	0.582	1.0	1.0 	 1.0	1.0	0.366	1.0	1.0 	 1.0	1.0	0.879	1.0	1.0 	 0.75	1.0	0.707	1.0	1.0 	 0.5	0.44	0.451	1.0	1.0 	 1.0	1.0	0.724	1.0	1.0 	 1.0	1.0	0.587	1.0	1.0 	 1.0	1.0	0.629	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.5	0.57	0.807	1.0	1.0 	 1.0	1.0	0.754	1.0	1.0 	 0.5	0.75	0.395	1.0	1.0 	 0.67	1.0	0.389	1.0	1.0
