s01-cb.csv(7)	 	 	 	  	 s02-dma.csv(12)	 	 	 	  	 s03-ima-artists.xml(4)	 	 	 	  	 s04-ima-artworks.xml(17)	 	 	 	  	 s05-met.json(14)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(14)	 	 	 	  	 s08-s-17-edited.xml(6)	 	 	 	  	 s09-s-18-artists.json(4)	 	 	 	  	 s10-s-18-artworks.json(11)	 	 	 	  	 s11-s-19-artists.json(6)	 	 	 	  	 s12-s-19-artworks.json(9)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(10)	 	 	 	  	 s14-s-california-african-american.json(9)	 	 	 	  	 s15-s-detroit-institute-of-art.json(13)	 	 	 	  	 s16-s-hammer.xml(5)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(12)	 	 	 	  	 s18-s-indianapolis-artists.xml(5)	 	 	 	  	 s19-s-indianapolis-artworks.xml(17)	 	 	 	  	 s20-s-lacma.xml(9)	 	 	 	  	 s21-s-met.json(28)	 	 	 	  	 s22-s-moca.xml(8)	 	 	 	  	 s23-s-national-portrait-gallery.json(18)	 	 	 	  	 s24-s-norton-simon.json(10)	 	 	 	  	 s25-s-oakland-museum-paintings.json(13)	 	 	 	  	 s26-s-san-francisco-moma.json(14)	 	 	 	  	 s27-s-the-huntington.json(12)	 	 	 	  	 s28-wildlife-art.csv(15)	 	 	 	  	 s29-gilcrease.csv(9)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.546	1.0	1.0 	 0.25	0.5	0.478	1.0	1.0 	 0.0	0.0	0.191	1.0	1.0 	 0.12	0.14	2.568	1.0	1.0 	 0.75	0.86	1.29	1.0	1.0 	 0.83	0.83	0.545	1.0	1.0 	 0.67	0.8	0.548	1.0	1.0 	 1.0	1.0	0.518	1.0	1.0 	 0.0	0.0	0.205	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.0	0.0	0.398	1.0	1.0 	 1.0	1.0	0.698	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 0.8	0.8	0.514	1.0	1.0 	 1.0	1.0	0.475	1.0	1.0 	 1.0	1.0	0.409	1.0	1.0 	 1.0	1.0	0.525	1.0	1.0 	 1.0	1.0	0.361	1.0	1.0 	 1.0	1.0	0.982	1.0	1.0 	 0.75	1.0	0.654	1.0	1.0 	 0.29	0.22	0.702	1.0	1.0 	 1.0	1.0	0.61	1.0	1.0 	 0.83	0.83	0.931	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 0.67	0.8	0.636	1.0	1.0 	 0.43	0.43	0.976	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.5	0.75	0.696	1.0	1.0 	 0.25	0.5	0.336	1.0	1.0
1.0	1.0	0.519	1.0	1.0 	 0.25	0.5	0.467	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 0.12	0.14	2.766	1.0	1.0 	 0.75	0.86	1.27	1.0	1.0 	 0.83	0.83	0.544	1.0	1.0 	 0.67	0.8	0.537	1.0	1.0 	 1.0	1.0	0.51	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 1.0	1.0	0.535	1.0	1.0 	 0.0	0.0	0.401	1.0	1.0 	 1.0	1.0	0.661	1.0	1.0 	 1.0	1.0	0.651	1.0	1.0 	 0.8	0.8	0.505	1.0	1.0 	 1.0	1.0	0.478	1.0	1.0 	 1.0	1.0	0.399	1.0	1.0 	 1.0	1.0	0.512	1.0	1.0 	 1.0	1.0	0.356	1.0	1.0 	 1.0	1.0	0.914	1.0	1.0 	 0.75	1.0	0.659	1.0	1.0 	 0.29	0.22	0.696	1.0	1.0 	 1.0	1.0	0.628	1.0	1.0 	 0.83	0.83	0.752	1.0	1.0 	 1.0	1.0	0.634	1.0	1.0 	 0.67	0.8	0.655	1.0	1.0 	 0.43	0.43	0.978	1.0	1.0 	 1.0	1.0	0.687	1.0	1.0 	 0.5	0.75	0.709	1.0	1.0 	 0.25	0.5	0.337	1.0	1.0
1.0	1.0	0.575	1.0	1.0 	 0.25	0.5	0.465	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 0.12	0.14	2.531	1.0	1.0 	 0.75	0.86	1.295	1.0	1.0 	 0.83	0.83	0.592	1.0	1.0 	 0.67	0.8	0.52	1.0	1.0 	 1.0	1.0	0.487	1.0	1.0 	 0.0	0.0	0.198	1.0	1.0 	 1.0	1.0	0.519	1.0	1.0 	 0.0	0.0	0.412	1.0	1.0 	 1.0	1.0	0.626	1.0	1.0 	 1.0	1.0	0.635	1.0	1.0 	 0.8	0.8	0.515	1.0	1.0 	 1.0	1.0	0.487	1.0	1.0 	 1.0	1.0	0.4	1.0	1.0 	 1.0	1.0	0.512	1.0	1.0 	 1.0	1.0	0.337	1.0	1.0 	 1.0	1.0	0.862	1.0	1.0 	 0.75	1.0	0.656	1.0	1.0 	 0.29	0.22	0.737	1.0	1.0 	 1.0	1.0	0.621	1.0	1.0 	 0.83	0.83	0.778	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 0.67	0.8	0.655	1.0	1.0 	 0.43	0.43	0.972	1.0	1.0 	 1.0	1.0	0.659	1.0	1.0 	 0.5	0.75	0.692	1.0	1.0 	 0.25	0.5	0.345	1.0	1.0
1.0	1.0	0.501	1.0	1.0 	 0.25	0.5	0.431	1.0	1.0 	 0.0	0.0	0.197	1.0	1.0 	 0.83	0.71	0.639	1.0	1.0 	 0.75	0.86	1.273	1.0	1.0 	 0.83	0.83	0.694	1.0	1.0 	 0.67	0.8	0.549	1.0	1.0 	 1.0	1.0	0.478	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.0	0.0	0.404	1.0	1.0 	 1.0	1.0	0.668	1.0	1.0 	 1.0	1.0	0.661	1.0	1.0 	 0.8	0.8	0.507	1.0	1.0 	 1.0	1.0	0.492	1.0	1.0 	 1.0	1.0	0.399	1.0	1.0 	 1.0	1.0	0.521	1.0	1.0 	 1.0	1.0	0.33	1.0	1.0 	 1.0	1.0	0.873	1.0	1.0 	 0.75	1.0	0.658	1.0	1.0 	 0.29	0.22	0.743	1.0	1.0 	 1.0	1.0	0.684	1.0	1.0 	 0.83	0.83	0.719	1.0	1.0 	 1.0	1.0	0.638	1.0	1.0 	 0.67	0.8	0.658	1.0	1.0 	 0.43	0.43	0.969	1.0	1.0 	 1.0	1.0	0.665	1.0	1.0 	 0.5	0.75	0.694	1.0	1.0 	 0.25	0.5	0.341	1.0	1.0
1.0	1.0	0.418	1.0	1.0 	 0.25	0.5	0.402	1.0	1.0 	 0.0	0.0	0.205	1.0	1.0 	 0.83	0.71	0.621	1.0	1.0 	 0.75	0.86	1.271	1.0	1.0 	 0.83	0.83	0.547	1.0	1.0 	 0.67	0.8	0.563	1.0	1.0 	 1.0	1.0	0.505	1.0	1.0 	 0.0	0.0	0.2	1.0	1.0 	 1.0	1.0	0.524	1.0	1.0 	 0.0	0.0	0.406	1.0	1.0 	 1.0	1.0	0.616	1.0	1.0 	 1.0	1.0	0.627	1.0	1.0 	 0.8	0.8	0.598	1.0	1.0 	 1.0	1.0	0.55	1.0	1.0 	 1.0	1.0	0.4	1.0	1.0 	 1.0	1.0	0.475	1.0	1.0 	 1.0	1.0	0.423	1.0	1.0 	 1.0	1.0	0.714	1.0	1.0 	 0.75	1.0	0.684	1.0	1.0 	 0.43	0.33	0.358	1.0	1.0 	 1.0	1.0	0.708	1.0	1.0 	 1.0	1.0	0.655	1.0	1.0 	 1.0	1.0	0.657	1.0	1.0 	 1.0	1.0	0.561	1.0	1.0 	 0.57	0.57	0.951	1.0	1.0 	 1.0	1.0	0.665	1.0	1.0 	 0.67	1.0	0.361	1.0	1.0 	 0.25	0.5	0.376	1.0	1.0
1.0	1.0	0.421	1.0	1.0 	 0.25	0.5	0.396	1.0	1.0 	 0.0	0.0	0.247	1.0	1.0 	 0.83	0.71	0.623	1.0	1.0 	 0.75	0.86	1.321	1.0	1.0 	 0.83	0.83	0.563	1.0	1.0 	 0.67	0.8	0.535	1.0	1.0 	 1.0	1.0	0.486	1.0	1.0 	 0.0	0.0	0.198	1.0	1.0 	 1.0	1.0	0.522	1.0	1.0 	 0.0	0.0	0.438	1.0	1.0 	 1.0	1.0	0.623	1.0	1.0 	 1.0	1.0	0.643	1.0	1.0 	 0.8	0.8	0.583	1.0	1.0 	 1.0	1.0	0.571	1.0	1.0 	 1.0	1.0	0.409	1.0	1.0 	 1.0	1.0	0.568	1.0	1.0 	 1.0	1.0	0.359	1.0	1.0 	 1.0	1.0	0.681	1.0	1.0 	 0.75	1.0	0.672	1.0	1.0 	 0.43	0.33	0.369	1.0	1.0 	 1.0	1.0	0.639	1.0	1.0 	 1.0	1.0	0.699	1.0	1.0 	 1.0	1.0	0.651	1.0	1.0 	 1.0	1.0	0.573	1.0	1.0 	 0.57	0.57	0.937	1.0	1.0 	 1.0	1.0	0.668	1.0	1.0 	 0.67	1.0	0.335	1.0	1.0 	 0.25	0.5	0.383	1.0	1.0
1.0	1.0	0.421	1.0	1.0 	 0.25	0.5	0.413	1.0	1.0 	 0.0	0.0	0.212	1.0	1.0 	 0.83	0.71	0.661	1.0	1.0 	 0.75	0.86	1.323	1.0	1.0 	 0.83	0.83	0.578	1.0	1.0 	 0.67	0.8	0.644	1.0	1.0 	 1.0	1.0	0.501	1.0	1.0 	 0.0	0.0	0.198	1.0	1.0 	 1.0	1.0	0.546	1.0	1.0 	 0.0	0.0	0.579	1.0	1.0 	 1.0	1.0	0.64	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 0.8	0.8	0.613	1.0	1.0 	 1.0	1.0	0.577	1.0	1.0 	 1.0	1.0	0.433	1.0	1.0 	 1.0	1.0	0.51	1.0	1.0 	 1.0	1.0	0.354	1.0	1.0 	 1.0	1.0	0.667	1.0	1.0 	 0.75	1.0	0.695	1.0	1.0 	 0.43	0.33	0.385	1.0	1.0 	 1.0	1.0	0.634	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 1.0	1.0	0.596	1.0	1.0 	 0.57	0.57	0.941	1.0	1.0 	 1.0	1.0	0.671	1.0	1.0 	 0.67	1.0	0.327	1.0	1.0 	 0.25	0.5	0.389	1.0	1.0
1.0	1.0	0.416	1.0	1.0 	 0.25	0.5	0.409	1.0	1.0 	 0.0	0.0	0.213	1.0	1.0 	 0.83	0.71	0.659	1.0	1.0 	 0.75	0.86	1.302	1.0	1.0 	 0.83	0.83	0.572	1.0	1.0 	 0.67	0.8	0.541	1.0	1.0 	 1.0	1.0	0.503	1.0	1.0 	 0.0	0.0	0.188	1.0	1.0 	 1.0	1.0	0.645	1.0	1.0 	 0.0	0.0	0.493	1.0	1.0 	 1.0	1.0	0.772	1.0	1.0 	 1.0	1.0	0.66	1.0	1.0 	 0.8	0.8	0.607	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 1.0	1.0	0.486	1.0	1.0 	 1.0	1.0	0.521	1.0	1.0 	 1.0	1.0	0.347	1.0	1.0 	 1.0	1.0	0.651	1.0	1.0 	 0.75	1.0	0.679	1.0	1.0 	 0.43	0.33	0.379	1.0	1.0 	 1.0	1.0	0.642	1.0	1.0 	 1.0	1.0	0.761	1.0	1.0 	 1.0	1.0	0.659	1.0	1.0 	 1.0	1.0	0.615	1.0	1.0 	 0.57	0.57	0.936	1.0	1.0 	 1.0	1.0	0.674	1.0	1.0 	 0.67	1.0	0.33	1.0	1.0 	 0.25	0.5	0.382	1.0	1.0
1.0	1.0	0.467	1.0	1.0 	 0.25	0.5	0.465	1.0	1.0 	 0.0	0.0	0.206	1.0	1.0 	 1.0	1.0	0.666	1.0	1.0 	 0.75	0.86	1.107	1.0	1.0 	 0.83	0.83	0.741	1.0	1.0 	 0.67	0.8	0.536	1.0	1.0 	 1.0	1.0	0.502	1.0	1.0 	 0.0	0.0	0.201	1.0	1.0 	 1.0	1.0	0.809	1.0	1.0 	 0.0	0.0	0.441	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 1.0	1.0	0.675	1.0	1.0 	 0.8	0.8	0.519	1.0	1.0 	 1.0	1.0	0.504	1.0	1.0 	 1.0	1.0	0.445	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 1.0	1.0	0.351	1.0	1.0 	 1.0	1.0	0.725	1.0	1.0 	 0.75	1.0	0.809	1.0	1.0 	 0.43	0.33	0.381	1.0	1.0 	 1.0	1.0	0.672	1.0	1.0 	 1.0	1.0	0.773	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 1.0	1.0	0.57	1.0	1.0 	 0.57	0.57	0.939	1.0	1.0 	 1.0	1.0	0.669	1.0	1.0 	 0.67	1.0	0.338	1.0	1.0 	 0.25	0.5	0.393	1.0	1.0
1.0	1.0	0.495	1.0	1.0 	 0.25	0.5	0.455	1.0	1.0 	 0.0	0.0	0.214	1.0	1.0 	 1.0	1.0	0.655	1.0	1.0 	 0.75	0.86	1.049	1.0	1.0 	 0.83	0.83	0.736	1.0	1.0 	 0.67	0.8	0.521	1.0	1.0 	 1.0	1.0	0.494	1.0	1.0 	 0.0	0.0	0.212	1.0	1.0 	 1.0	1.0	0.738	1.0	1.0 	 0.0	0.0	0.52	1.0	1.0 	 1.0	1.0	0.631	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.8	0.8	0.527	1.0	1.0 	 1.0	1.0	0.496	1.0	1.0 	 1.0	1.0	0.482	1.0	1.0 	 1.0	1.0	0.538	1.0	1.0 	 1.0	1.0	0.378	1.0	1.0 	 1.0	1.0	0.672	1.0	1.0 	 0.75	1.0	0.692	1.0	1.0 	 0.43	0.33	0.417	1.0	1.0 	 1.0	1.0	0.668	1.0	1.0 	 1.0	1.0	0.637	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 1.0	1.0	0.582	1.0	1.0 	 0.57	0.57	0.962	1.0	1.0 	 1.0	1.0	0.676	1.0	1.0 	 0.67	1.0	0.381	1.0	1.0 	 0.25	0.5	0.398	1.0	1.0
1.0	1.0	0.407	1.0	1.0 	 0.5	1.0	0.382	1.0	1.0 	 0.0	0.0	0.188	1.0	1.0 	 1.0	1.0	0.72	1.0	1.0 	 0.86	0.86	0.765	1.0	1.0 	 0.57	0.67	0.625	1.0	1.0 	 0.67	0.8	0.545	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 0.0	0.0	0.203	1.0	1.0 	 1.0	1.0	0.541	1.0	1.0 	 0.0	0.0	0.414	1.0	1.0 	 1.0	1.0	0.7	1.0	1.0 	 1.0	1.0	0.624	1.0	1.0 	 0.8	0.8	0.561	1.0	1.0 	 1.0	1.0	0.56	1.0	1.0 	 1.0	1.0	0.49	1.0	1.0 	 1.0	1.0	0.577	1.0	1.0 	 1.0	1.0	0.303	1.0	1.0 	 1.0	1.0	0.692	1.0	1.0 	 0.75	1.0	0.701	1.0	1.0 	 0.43	0.33	0.499	1.0	1.0 	 1.0	1.0	0.662	1.0	1.0 	 1.0	1.0	0.674	1.0	1.0 	 1.0	1.0	0.665	1.0	1.0 	 1.0	1.0	0.575	1.0	1.0 	 0.57	0.57	0.98	1.0	1.0 	 1.0	1.0	0.678	1.0	1.0 	 0.67	1.0	0.342	1.0	1.0 	 0.25	0.5	0.389	1.0	1.0
1.0	1.0	0.521	1.0	1.0 	 0.5	1.0	0.398	1.0	1.0 	 0.0	0.0	0.192	1.0	1.0 	 1.0	1.0	0.732	1.0	1.0 	 0.86	0.86	0.785	1.0	1.0 	 0.57	0.67	0.659	1.0	1.0 	 0.67	0.8	0.54	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.0	0.0	0.19	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.0	0.0	0.373	1.0	1.0 	 1.0	1.0	0.84	1.0	1.0 	 1.0	1.0	0.643	1.0	1.0 	 0.8	0.8	0.532	1.0	1.0 	 1.0	1.0	0.556	1.0	1.0 	 1.0	1.0	0.585	1.0	1.0 	 1.0	1.0	0.501	1.0	1.0 	 1.0	1.0	0.319	1.0	1.0 	 1.0	1.0	0.689	1.0	1.0 	 0.75	1.0	0.782	1.0	1.0 	 0.43	0.33	0.403	1.0	1.0 	 1.0	1.0	0.717	1.0	1.0 	 1.0	1.0	0.579	1.0	1.0 	 1.0	1.0	0.619	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.62	0.71	0.879	1.0	1.0 	 1.0	1.0	0.633	1.0	1.0 	 0.5	0.75	0.325	1.0	1.0 	 0.67	1.0	0.337	1.0	1.0
1.0	1.0	0.47	1.0	1.0 	 0.5	1.0	0.434	1.0	1.0 	 0.0	0.0	0.195	1.0	1.0 	 1.0	1.0	0.684	1.0	1.0 	 0.86	0.86	0.711	1.0	1.0 	 1.0	1.0	0.529	1.0	1.0 	 0.67	0.8	0.548	1.0	1.0 	 1.0	1.0	0.571	1.0	1.0 	 0.0	0.0	0.195	1.0	1.0 	 1.0	1.0	0.549	1.0	1.0 	 0.0	0.0	0.374	1.0	1.0 	 1.0	1.0	0.686	1.0	1.0 	 1.0	1.0	0.632	1.0	1.0 	 0.8	0.8	0.55	1.0	1.0 	 1.0	1.0	0.558	1.0	1.0 	 1.0	1.0	0.574	1.0	1.0 	 1.0	1.0	0.505	1.0	1.0 	 1.0	1.0	0.353	1.0	1.0 	 1.0	1.0	0.703	1.0	1.0 	 0.75	1.0	0.724	1.0	1.0 	 0.43	0.33	0.427	1.0	1.0 	 1.0	1.0	0.815	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 1.0	1.0	0.63	1.0	1.0 	 1.0	1.0	0.552	1.0	1.0 	 0.62	0.71	0.793	1.0	1.0 	 1.0	1.0	0.631	1.0	1.0 	 0.5	0.75	0.318	1.0	1.0 	 0.67	1.0	0.338	1.0	1.0
1.0	1.0	0.428	1.0	1.0 	 0.5	1.0	0.44	1.0	1.0 	 0.0	0.0	0.217	1.0	1.0 	 1.0	1.0	0.708	1.0	1.0 	 0.86	0.86	0.717	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.67	0.8	0.531	1.0	1.0 	 1.0	1.0	0.564	1.0	1.0 	 0.0	0.0	0.198	1.0	1.0 	 1.0	1.0	0.68	1.0	1.0 	 0.0	0.0	0.376	1.0	1.0 	 1.0	1.0	0.692	1.0	1.0 	 1.0	1.0	0.628	1.0	1.0 	 0.8	0.8	0.554	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 1.0	1.0	0.565	1.0	1.0 	 1.0	1.0	0.567	1.0	1.0 	 1.0	1.0	0.316	1.0	1.0 	 1.0	1.0	0.703	1.0	1.0 	 0.75	1.0	0.848	1.0	1.0 	 0.43	0.33	0.422	1.0	1.0 	 1.0	1.0	0.691	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 1.0	1.0	0.63	1.0	1.0 	 1.0	1.0	0.558	1.0	1.0 	 0.62	0.71	0.805	1.0	1.0 	 1.0	1.0	0.643	1.0	1.0 	 0.5	0.75	0.342	1.0	1.0 	 0.67	1.0	0.336	1.0	1.0
1.0	1.0	0.439	1.0	1.0 	 0.25	0.5	0.402	1.0	1.0 	 0.0	0.0	0.253	1.0	1.0 	 1.0	1.0	0.699	1.0	1.0 	 0.86	0.86	0.697	1.0	1.0 	 1.0	1.0	0.483	1.0	1.0 	 0.67	0.8	0.55	1.0	1.0 	 1.0	1.0	0.553	1.0	1.0 	 0.0	0.0	0.199	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 0.0	0.0	0.391	1.0	1.0 	 1.0	1.0	0.696	1.0	1.0 	 1.0	1.0	0.658	1.0	1.0 	 0.8	0.8	0.498	1.0	1.0 	 0.75	0.75	0.53	1.0	1.0 	 1.0	1.0	0.492	1.0	1.0 	 1.0	1.0	0.568	1.0	1.0 	 1.0	1.0	0.36	1.0	1.0 	 1.0	1.0	0.69	1.0	1.0 	 0.75	1.0	0.885	1.0	1.0 	 0.43	0.33	0.439	1.0	1.0 	 1.0	1.0	0.707	1.0	1.0 	 1.0	1.0	0.577	1.0	1.0 	 1.0	1.0	0.648	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.62	0.71	0.827	1.0	1.0 	 1.0	1.0	0.638	1.0	1.0 	 0.5	0.75	0.34	1.0	1.0 	 0.67	1.0	0.331	1.0	1.0
1.0	1.0	0.385	1.0	1.0 	 0.5	1.0	0.436	1.0	1.0 	 0.0	0.0	0.218	1.0	1.0 	 1.0	1.0	0.863	1.0	1.0 	 0.86	0.86	0.713	1.0	1.0 	 1.0	1.0	0.512	1.0	1.0 	 0.67	0.8	0.535	1.0	1.0 	 1.0	1.0	0.727	1.0	1.0 	 0.0	0.0	0.203	1.0	1.0 	 1.0	1.0	0.637	1.0	1.0 	 0.0	0.0	0.377	1.0	1.0 	 1.0	1.0	0.697	1.0	1.0 	 1.0	1.0	0.647	1.0	1.0 	 0.8	0.8	0.537	1.0	1.0 	 1.0	1.0	0.556	1.0	1.0 	 1.0	1.0	0.534	1.0	1.0 	 1.0	1.0	0.566	1.0	1.0 	 1.0	1.0	0.324	1.0	1.0 	 1.0	1.0	0.894	1.0	1.0 	 0.75	1.0	0.707	1.0	1.0 	 0.62	0.56	0.447	1.0	1.0 	 1.0	1.0	0.714	1.0	1.0 	 1.0	1.0	0.57	1.0	1.0 	 1.0	1.0	0.642	1.0	1.0 	 1.0	1.0	0.565	1.0	1.0 	 0.62	0.71	0.821	1.0	1.0 	 1.0	1.0	0.635	1.0	1.0 	 0.5	0.75	0.386	1.0	1.0 	 0.67	1.0	0.41	1.0	1.0
1.0	1.0	0.389	1.0	1.0 	 0.5	1.0	0.443	1.0	1.0 	 0.0	0.0	0.213	1.0	1.0 	 1.0	1.0	0.857	1.0	1.0 	 0.86	0.86	0.713	1.0	1.0 	 1.0	1.0	0.522	1.0	1.0 	 0.67	0.8	0.561	1.0	1.0 	 1.0	1.0	0.722	1.0	1.0 	 0.0	0.0	0.28	1.0	1.0 	 1.0	1.0	0.683	1.0	1.0 	 0.0	0.0	0.386	1.0	1.0 	 1.0	1.0	0.712	1.0	1.0 	 1.0	1.0	0.747	1.0	1.0 	 0.8	0.8	0.54	1.0	1.0 	 1.0	1.0	0.565	1.0	1.0 	 1.0	1.0	0.486	1.0	1.0 	 1.0	1.0	0.555	1.0	1.0 	 1.0	1.0	0.363	1.0	1.0 	 1.0	1.0	0.866	1.0	1.0 	 0.75	1.0	0.714	1.0	1.0 	 0.62	0.56	0.438	1.0	1.0 	 1.0	1.0	0.723	1.0	1.0 	 1.0	1.0	0.64	1.0	1.0 	 1.0	1.0	0.649	1.0	1.0 	 1.0	1.0	0.568	1.0	1.0 	 0.62	0.71	0.817	1.0	1.0 	 1.0	1.0	0.639	1.0	1.0 	 0.5	0.75	0.313	1.0	1.0 	 0.67	1.0	0.337	1.0	1.0
1.0	1.0	0.393	1.0	1.0 	 0.25	0.5	0.424	1.0	1.0 	 0.0	0.0	0.213	1.0	1.0 	 1.0	1.0	0.889	1.0	1.0 	 0.86	0.86	0.628	1.0	1.0 	 1.0	1.0	0.548	1.0	1.0 	 0.67	0.8	0.599	1.0	1.0 	 1.0	1.0	0.731	1.0	1.0 	 0.0	0.0	0.259	1.0	1.0 	 1.0	1.0	0.706	1.0	1.0 	 0.0	0.0	0.389	1.0	1.0 	 1.0	1.0	0.715	1.0	1.0 	 1.0	1.0	0.705	1.0	1.0 	 0.8	0.8	0.621	1.0	1.0 	 0.75	0.75	0.612	1.0	1.0 	 1.0	1.0	0.497	1.0	1.0 	 1.0	1.0	0.612	1.0	1.0 	 1.0	1.0	0.321	1.0	1.0 	 1.0	1.0	0.853	1.0	1.0 	 0.75	1.0	0.708	1.0	1.0 	 0.5	0.44	0.458	1.0	1.0 	 1.0	1.0	0.716	1.0	1.0 	 1.0	1.0	0.572	1.0	1.0 	 1.0	1.0	0.639	1.0	1.0 	 1.0	1.0	0.566	1.0	1.0 	 0.5	0.57	0.857	1.0	1.0 	 1.0	1.0	0.821	1.0	1.0 	 0.5	0.75	0.315	1.0	1.0 	 0.67	1.0	0.329	1.0	1.0
1.0	1.0	0.404	1.0	1.0 	 0.5	1.0	0.465	1.0	1.0 	 0.0	0.0	0.212	1.0	1.0 	 1.0	1.0	0.936	1.0	1.0 	 0.86	0.86	0.667	1.0	1.0 	 1.0	1.0	0.575	1.0	1.0 	 0.67	0.8	0.57	1.0	1.0 	 1.0	1.0	0.736	1.0	1.0 	 0.0	0.0	0.22	1.0	1.0 	 1.0	1.0	0.615	1.0	1.0 	 0.0	0.0	0.385	1.0	1.0 	 1.0	1.0	0.769	1.0	1.0 	 1.0	1.0	0.676	1.0	1.0 	 0.8	0.8	0.67	1.0	1.0 	 1.0	1.0	0.591	1.0	1.0 	 1.0	1.0	0.523	1.0	1.0 	 1.0	1.0	0.611	1.0	1.0 	 1.0	1.0	0.32	1.0	1.0 	 1.0	1.0	0.842	1.0	1.0 	 0.75	1.0	0.707	1.0	1.0 	 0.5	0.44	0.438	1.0	1.0 	 1.0	1.0	0.717	1.0	1.0 	 1.0	1.0	0.573	1.0	1.0 	 1.0	1.0	0.754	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 0.5	0.57	0.822	1.0	1.0 	 1.0	1.0	0.679	1.0	1.0 	 0.5	0.75	0.314	1.0	1.0 	 0.67	1.0	0.403	1.0	1.0
