s01-cb.csv(10)	 	 	 	  	 s02-dma.csv(19)	 	 	 	  	 s03-ima-artists.xml(8)	 	 	 	  	 s04-ima-artworks.xml(19)	 	 	 	  	 s05-met.json(18)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(19)	 	 	 	  	 s08-s-17-edited.xml(8)	 	 	 	  	 s09-s-18-artists.json(6)	 	 	 	  	 s10-s-18-artworks.json(15)	 	 	 	  	 s11-s-19-artists.json(8)	 	 	 	  	 s12-s-19-artworks.json(12)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(14)	 	 	 	  	 s14-s-california-african-american.json(13)	 	 	 	  	 s15-s-detroit-institute-of-art.json(18)	 	 	 	  	 s16-s-hammer.xml(10)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(16)	 	 	 	  	 s18-s-indianapolis-artists.xml(8)	 	 	 	  	 s19-s-indianapolis-artworks.xml(19)	 	 	 	  	 s20-s-lacma.xml(14)	 	 	 	  	 s21-s-met.json(17)	 	 	 	  	 s22-s-moca.xml(10)	 	 	 	  	 s23-s-national-portrait-gallery.json(20)	 	 	 	  	 s24-s-norton-simon.json(13)	 	 	 	  	 s25-s-oakland-museum-paintings.json(16)	 	 	 	  	 s26-s-san-francisco-moma.json(17)	 	 	 	  	 s27-s-the-huntington.json(16)	 	 	 	  	 s28-wildlife-art.csv(23)	 	 	 	  	 s29-gilcrease.csv(14)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.503	1.0	1.0 	 0.8	0.8	1.64	1.0	1.0 	 0.88	0.78	0.343	1.0	1.0 	 0.78	0.78	0.928	1.0	1.0 	 0.67	0.57	1.592	1.0	1.0 	 0.93	0.72	0.463	1.0	1.0 	 0.78	0.78	0.913	1.0	1.0 	 0.57	0.57	0.976	1.0	1.0 	 0.22	0.4	0.323	1.0	1.0 	 0.45	0.5	0.52	1.0	1.0 	 0.33	0.5	0.95	1.0	1.0 	 0.8	0.89	0.352	1.0	1.0 	 0.83	0.77	0.458	1.0	1.0 	 0.54	0.78	0.503	1.0	1.0 	 0.81	0.87	0.49	1.0	1.0 	 0.67	0.75	0.307	1.0	1.0 	 1.0	1.0	0.472	1.0	1.0 	 0.88	0.78	0.319	1.0	1.0 	 0.83	0.83	1.164	1.0	1.0 	 0.64	0.69	2.176	1.0	1.0 	 1.0	1.0	0.622	1.0	1.0 	 0.78	0.88	0.253	1.0	1.0 	 0.89	0.84	1.012	1.0	1.0 	 1.0	1.0	0.476	1.0	1.0 	 0.81	0.87	0.536	1.0	1.0 	 0.67	0.71	3.254	1.0	1.0 	 1.0	1.0	0.456	1.0	1.0 	 0.89	0.84	56.957	1.0	1.0 	 0.82	1.0	0.441	1.0	1.0
1.0	1.0	0.506	1.0	1.0 	 0.8	0.8	2.233	1.0	1.0 	 0.88	0.78	0.327	1.0	1.0 	 0.78	0.78	0.934	1.0	1.0 	 0.75	0.64	2.467	1.0	1.0 	 0.93	0.72	0.46	1.0	1.0 	 0.78	0.78	0.907	1.0	1.0 	 0.57	0.57	1.051	1.0	1.0 	 0.22	0.4	0.305	1.0	1.0 	 0.45	0.5	0.512	1.0	1.0 	 0.33	0.5	0.925	1.0	1.0 	 0.8	0.89	0.358	1.0	1.0 	 0.83	0.77	0.452	1.0	1.0 	 0.54	0.78	0.49	1.0	1.0 	 1.0	1.0	0.517	1.0	1.0 	 0.67	0.75	0.304	1.0	1.0 	 1.0	1.0	0.497	1.0	1.0 	 0.88	0.78	0.338	1.0	1.0 	 0.78	0.78	0.918	1.0	1.0 	 0.69	0.69	2.22	1.0	1.0 	 1.0	1.0	0.521	1.0	1.0 	 0.78	0.88	0.255	1.0	1.0 	 0.89	0.84	1.118	1.0	1.0 	 1.0	1.0	0.433	1.0	1.0 	 1.0	1.0	0.55	1.0	1.0 	 0.75	0.71	3.271	1.0	1.0 	 1.0	1.0	0.477	1.0	1.0 	 0.83	0.79	36.549	1.0	1.0 	 0.82	1.0	0.47	1.0	1.0
1.0	1.0	0.527	1.0	1.0 	 0.64	0.6	2.973	1.0	1.0 	 0.88	0.78	0.337	1.0	1.0 	 0.78	0.78	0.96	1.0	1.0 	 0.58	0.5	1.955	1.0	1.0 	 0.93	0.72	0.489	1.0	1.0 	 0.78	0.78	0.907	1.0	1.0 	 0.57	0.57	0.998	1.0	1.0 	 0.22	0.4	0.308	1.0	1.0 	 0.45	0.5	0.525	1.0	1.0 	 0.33	0.5	0.979	1.0	1.0 	 0.8	0.89	0.369	1.0	1.0 	 0.83	0.77	0.461	1.0	1.0 	 0.54	0.78	0.482	1.0	1.0 	 1.0	1.0	0.594	1.0	1.0 	 0.67	0.75	0.298	1.0	1.0 	 1.0	1.0	0.494	1.0	1.0 	 0.88	0.78	0.329	1.0	1.0 	 0.78	0.78	0.925	1.0	1.0 	 0.69	0.69	2.168	1.0	1.0 	 1.0	1.0	0.531	1.0	1.0 	 0.78	0.88	0.26	1.0	1.0 	 0.89	0.84	1.174	1.0	1.0 	 1.0	1.0	0.44	1.0	1.0 	 1.0	1.0	0.535	1.0	1.0 	 0.75	0.71	3.092	1.0	1.0 	 1.0	1.0	0.471	1.0	1.0 	 0.78	0.74	47.739	1.0	1.0 	 0.82	1.0	0.487	1.0	1.0
1.0	1.0	0.501	1.0	1.0 	 0.75	0.8	0.689	1.0	1.0 	 0.88	0.78	0.355	1.0	1.0 	 0.78	0.78	0.972	1.0	1.0 	 0.58	0.5	1.903	1.0	1.0 	 0.93	0.72	0.493	1.0	1.0 	 0.78	0.78	0.909	1.0	1.0 	 0.57	0.57	0.971	1.0	1.0 	 0.1	0.2	0.238	1.0	1.0 	 0.42	0.5	0.51	1.0	1.0 	 0.33	0.5	0.896	1.0	1.0 	 0.8	0.89	0.378	1.0	1.0 	 0.83	0.77	0.466	1.0	1.0 	 0.54	0.78	0.495	1.0	1.0 	 1.0	1.0	0.556	1.0	1.0 	 0.67	0.75	0.318	1.0	1.0 	 1.0	1.0	0.518	1.0	1.0 	 0.88	0.78	0.335	1.0	1.0 	 0.78	0.78	0.92	1.0	1.0 	 0.69	0.69	2.134	1.0	1.0 	 1.0	1.0	0.593	1.0	1.0 	 0.78	0.88	0.256	1.0	1.0 	 0.89	0.84	1.426	1.0	1.0 	 1.0	1.0	0.455	1.0	1.0 	 1.0	1.0	0.593	1.0	1.0 	 0.61	0.65	3.743	1.0	1.0 	 1.0	1.0	0.503	1.0	1.0 	 0.83	0.79	91.364	1.0	1.0 	 0.82	1.0	0.498	1.0	1.0
1.0	1.0	0.513	1.0	1.0 	 0.75	0.8	0.689	1.0	1.0 	 0.88	0.78	0.351	1.0	1.0 	 0.78	0.78	0.976	1.0	1.0 	 0.58	0.5	1.866	1.0	1.0 	 0.93	0.72	0.546	1.0	1.0 	 0.78	0.78	0.913	1.0	1.0 	 0.57	0.57	0.992	1.0	1.0 	 0.1	0.2	0.234	1.0	1.0 	 0.45	0.5	0.461	1.0	1.0 	 0.33	0.5	0.902	1.0	1.0 	 1.0	1.0	0.383	1.0	1.0 	 0.83	0.77	0.442	1.0	1.0 	 0.64	0.78	0.498	1.0	1.0 	 1.0	1.0	0.538	1.0	1.0 	 0.67	0.75	0.33	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.88	0.78	0.341	1.0	1.0 	 0.78	0.78	0.945	1.0	1.0 	 0.69	0.69	2.078	1.0	1.0 	 1.0	1.0	0.593	1.0	1.0 	 0.78	0.88	0.256	1.0	1.0 	 0.89	0.84	1.358	1.0	1.0 	 1.0	1.0	0.436	1.0	1.0 	 1.0	1.0	0.549	1.0	1.0 	 0.75	0.71	2.825	1.0	1.0 	 1.0	1.0	0.509	1.0	1.0 	 0.83	0.79	86.657	1.0	1.0 	 0.82	1.0	0.487	1.0	1.0
1.0	1.0	0.555	1.0	1.0 	 0.75	0.8	0.717	1.0	1.0 	 0.88	0.78	0.335	1.0	1.0 	 0.78	0.78	0.939	1.0	1.0 	 0.58	0.5	2.031	1.0	1.0 	 0.93	0.72	0.559	1.0	1.0 	 0.78	0.78	0.913	1.0	1.0 	 0.57	0.57	0.986	1.0	1.0 	 0.1	0.2	0.235	1.0	1.0 	 0.6	0.6	0.45	1.0	1.0 	 0.33	0.5	1.012	1.0	1.0 	 1.0	1.0	0.383	1.0	1.0 	 0.83	0.77	0.452	1.0	1.0 	 0.64	0.78	0.55	1.0	1.0 	 1.0	1.0	0.552	1.0	1.0 	 0.7	0.88	0.33	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.88	0.78	0.338	1.0	1.0 	 0.78	0.78	0.944	1.0	1.0 	 0.71	0.77	1.925	1.0	1.0 	 0.93	1.0	0.601	1.0	1.0 	 0.78	0.88	0.273	1.0	1.0 	 0.89	0.84	1.656	1.0	1.0 	 1.0	1.0	0.439	1.0	1.0 	 1.0	1.0	0.555	1.0	1.0 	 0.81	0.76	3.223	1.0	1.0 	 1.0	1.0	0.505	1.0	1.0 	 0.83	0.79	71.378	1.0	1.0 	 0.82	1.0	0.539	1.0	1.0
1.0	1.0	0.558	1.0	1.0 	 0.75	0.8	0.691	1.0	1.0 	 0.88	0.78	0.351	1.0	1.0 	 0.78	0.78	0.917	1.0	1.0 	 0.58	0.5	2.077	1.0	1.0 	 0.93	0.72	0.559	1.0	1.0 	 0.78	0.78	0.918	1.0	1.0 	 0.57	0.57	1.011	1.0	1.0 	 0.1	0.2	0.244	1.0	1.0 	 0.6	0.6	0.44	1.0	1.0 	 0.33	0.5	0.99	1.0	1.0 	 1.0	1.0	0.387	1.0	1.0 	 0.83	0.77	0.463	1.0	1.0 	 0.64	0.78	0.509	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.7	0.88	0.321	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.88	0.78	0.334	1.0	1.0 	 0.78	0.78	0.928	1.0	1.0 	 0.71	0.77	1.79	1.0	1.0 	 0.93	1.0	0.657	1.0	1.0 	 0.78	0.88	0.262	1.0	1.0 	 0.89	0.84	1.622	1.0	1.0 	 1.0	1.0	0.434	1.0	1.0 	 1.0	1.0	0.571	1.0	1.0 	 0.81	0.76	2.952	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.72	0.68	45.561	1.0	1.0 	 0.82	1.0	0.549	1.0	1.0
1.0	1.0	0.558	1.0	1.0 	 0.75	0.8	0.694	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.78	0.78	0.938	1.0	1.0 	 0.58	0.5	2.014	1.0	1.0 	 0.93	0.72	0.609	1.0	1.0 	 0.78	0.78	0.912	1.0	1.0 	 0.57	0.57	1.01	1.0	1.0 	 0.1	0.2	0.233	1.0	1.0 	 0.6	0.6	0.446	1.0	1.0 	 0.33	0.5	1.09	1.0	1.0 	 1.0	1.0	0.38	1.0	1.0 	 0.83	0.77	0.466	1.0	1.0 	 0.64	0.78	0.515	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 0.7	0.88	0.339	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.88	0.78	0.343	1.0	1.0 	 0.78	0.78	0.933	1.0	1.0 	 0.71	0.77	1.754	1.0	1.0 	 0.93	1.0	0.674	1.0	1.0 	 0.78	0.88	0.254	1.0	1.0 	 0.89	0.84	1.614	1.0	1.0 	 1.0	1.0	0.462	1.0	1.0 	 1.0	1.0	0.572	1.0	1.0 	 0.81	0.76	2.919	1.0	1.0 	 1.0	1.0	0.502	1.0	1.0 	 0.72	0.68	48.444	1.0	1.0 	 0.82	1.0	0.549	1.0	1.0
1.0	1.0	0.505	1.0	1.0 	 0.75	0.8	0.719	1.0	1.0 	 0.88	0.78	0.344	1.0	1.0 	 0.78	0.78	0.933	1.0	1.0 	 0.75	0.64	2.117	1.0	1.0 	 0.93	0.72	0.575	1.0	1.0 	 0.78	0.78	0.915	1.0	1.0 	 0.57	0.57	0.975	1.0	1.0 	 0.1	0.2	0.245	1.0	1.0 	 0.55	0.6	0.464	1.0	1.0 	 0.33	0.5	0.938	1.0	1.0 	 1.0	1.0	0.384	1.0	1.0 	 0.83	0.77	0.463	1.0	1.0 	 0.64	0.78	0.517	1.0	1.0 	 1.0	1.0	0.549	1.0	1.0 	 0.7	0.88	0.324	1.0	1.0 	 1.0	1.0	0.51	1.0	1.0 	 0.88	0.78	0.337	1.0	1.0 	 0.78	0.78	0.933	1.0	1.0 	 0.71	0.77	1.935	1.0	1.0 	 0.93	1.0	0.662	1.0	1.0 	 0.78	0.88	0.256	1.0	1.0 	 0.89	0.84	1.8	1.0	1.0 	 1.0	1.0	0.54	1.0	1.0 	 1.0	1.0	0.538	1.0	1.0 	 0.81	0.76	2.946	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 0.83	0.79	51.867	1.0	1.0 	 0.82	1.0	0.557	1.0	1.0
1.0	1.0	0.475	1.0	1.0 	 0.75	0.8	0.712	1.0	1.0 	 0.88	0.78	0.344	1.0	1.0 	 0.78	0.78	0.948	1.0	1.0 	 0.5	0.5	0.752	1.0	1.0 	 0.93	0.72	0.536	1.0	1.0 	 0.78	0.78	0.967	1.0	1.0 	 0.57	0.57	0.996	1.0	1.0 	 0.1	0.2	0.237	1.0	1.0 	 0.55	0.6	0.484	1.0	1.0 	 0.33	0.5	0.934	1.0	1.0 	 1.0	1.0	0.378	1.0	1.0 	 0.83	0.77	0.455	1.0	1.0 	 0.64	0.78	0.525	1.0	1.0 	 1.0	1.0	0.584	1.0	1.0 	 0.7	0.88	0.335	1.0	1.0 	 1.0	1.0	0.521	1.0	1.0 	 0.88	0.78	0.339	1.0	1.0 	 0.78	0.78	0.924	1.0	1.0 	 0.71	0.77	1.893	1.0	1.0 	 0.93	1.0	0.588	1.0	1.0 	 0.78	0.88	0.269	1.0	1.0 	 0.89	0.84	1.335	1.0	1.0 	 1.0	1.0	0.449	1.0	1.0 	 1.0	1.0	0.581	1.0	1.0 	 0.81	0.76	2.651	1.0	1.0 	 1.0	1.0	0.499	1.0	1.0 	 0.83	0.79	69.756	1.0	1.0 	 0.82	1.0	0.54	1.0	1.0
1.0	1.0	0.483	1.0	1.0 	 0.82	0.93	0.817	1.0	1.0 	 0.88	0.78	0.351	1.0	1.0 	 0.78	0.78	1.032	1.0	1.0 	 0.5	0.5	0.777	1.0	1.0 	 0.93	0.72	0.542	1.0	1.0 	 0.78	0.78	0.918	1.0	1.0 	 0.57	0.57	0.972	1.0	1.0 	 0.1	0.2	0.254	1.0	1.0 	 0.55	0.6	0.457	1.0	1.0 	 0.33	0.5	0.954	1.0	1.0 	 1.0	1.0	0.379	1.0	1.0 	 0.83	0.77	0.476	1.0	1.0 	 0.64	0.78	0.521	1.0	1.0 	 1.0	1.0	0.577	1.0	1.0 	 0.7	0.88	0.334	1.0	1.0 	 1.0	1.0	0.536	1.0	1.0 	 0.88	0.78	0.343	1.0	1.0 	 0.78	0.78	1.052	1.0	1.0 	 0.71	0.77	1.834	1.0	1.0 	 0.93	1.0	0.584	1.0	1.0 	 0.78	0.88	0.267	1.0	1.0 	 0.89	0.84	1.635	1.0	1.0 	 1.0	1.0	0.448	1.0	1.0 	 1.0	1.0	0.714	1.0	1.0 	 0.83	0.88	0.596	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.89	0.84	0.924	1.0	1.0 	 0.82	1.0	0.541	1.0	1.0
1.0	1.0	0.464	1.0	1.0 	 0.82	0.93	0.86	1.0	1.0 	 0.88	0.78	0.343	1.0	1.0 	 0.78	0.78	0.936	1.0	1.0 	 0.5	0.5	0.789	1.0	1.0 	 0.93	0.72	0.544	1.0	1.0 	 0.78	0.78	0.965	1.0	1.0 	 0.57	0.57	0.995	1.0	1.0 	 0.1	0.2	0.25	1.0	1.0 	 0.55	0.6	0.469	1.0	1.0 	 0.33	0.5	0.938	1.0	1.0 	 1.0	1.0	0.389	1.0	1.0 	 0.83	0.77	0.463	1.0	1.0 	 0.64	0.78	0.527	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.7	0.88	0.342	1.0	1.0 	 1.0	1.0	0.525	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.78	0.78	0.958	1.0	1.0 	 0.71	0.77	1.847	1.0	1.0 	 0.93	1.0	0.581	1.0	1.0 	 0.78	0.88	0.263	1.0	1.0 	 0.89	0.84	1.284	1.0	1.0 	 1.0	1.0	0.449	1.0	1.0 	 1.0	1.0	0.611	1.0	1.0 	 0.83	0.88	0.595	1.0	1.0 	 1.0	1.0	0.63	1.0	1.0 	 0.89	0.84	0.937	1.0	1.0 	 0.82	1.0	0.559	1.0	1.0
1.0	1.0	0.495	1.0	1.0 	 0.82	0.93	0.901	1.0	1.0 	 0.88	0.78	0.352	1.0	1.0 	 0.78	0.78	0.946	1.0	1.0 	 0.5	0.5	0.92	1.0	1.0 	 0.94	0.94	0.659	1.0	1.0 	 0.78	0.78	0.853	1.0	1.0 	 0.57	0.57	1.02	1.0	1.0 	 0.18	0.4	0.253	1.0	1.0 	 0.55	0.6	0.449	1.0	1.0 	 0.33	0.5	0.946	1.0	1.0 	 1.0	1.0	0.391	1.0	1.0 	 0.83	0.77	0.484	1.0	1.0 	 0.64	0.78	0.518	1.0	1.0 	 1.0	1.0	0.604	1.0	1.0 	 0.7	0.88	0.342	1.0	1.0 	 1.0	1.0	0.542	1.0	1.0 	 0.88	0.78	0.356	1.0	1.0 	 0.72	0.72	0.834	1.0	1.0 	 0.71	0.77	1.822	1.0	1.0 	 0.93	1.0	0.594	1.0	1.0 	 0.78	0.88	0.265	1.0	1.0 	 0.89	0.84	1.298	1.0	1.0 	 1.0	1.0	0.459	1.0	1.0 	 1.0	1.0	0.529	1.0	1.0 	 0.83	0.88	0.591	1.0	1.0 	 1.0	1.0	0.507	1.0	1.0 	 0.89	0.84	0.928	1.0	1.0 	 0.82	1.0	0.551	1.0	1.0
1.0	1.0	0.508	1.0	1.0 	 0.82	0.93	0.9	1.0	1.0 	 0.88	0.78	0.359	1.0	1.0 	 0.78	0.78	0.956	1.0	1.0 	 0.5	0.5	0.922	1.0	1.0 	 0.94	0.94	0.715	1.0	1.0 	 0.78	0.78	0.846	1.0	1.0 	 0.57	0.57	0.979	1.0	1.0 	 0.18	0.4	0.244	1.0	1.0 	 0.55	0.6	0.468	1.0	1.0 	 0.33	0.5	0.989	1.0	1.0 	 1.0	1.0	0.384	1.0	1.0 	 0.83	0.77	0.491	1.0	1.0 	 0.64	0.78	0.545	1.0	1.0 	 1.0	1.0	0.604	1.0	1.0 	 0.7	0.88	0.35	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.88	0.78	0.351	1.0	1.0 	 0.72	0.72	0.843	1.0	1.0 	 0.71	0.77	1.794	1.0	1.0 	 0.93	1.0	0.593	1.0	1.0 	 0.78	0.88	0.281	1.0	1.0 	 0.89	0.84	1.327	1.0	1.0 	 1.0	1.0	0.458	1.0	1.0 	 1.0	1.0	0.588	1.0	1.0 	 0.83	0.88	0.647	1.0	1.0 	 1.0	1.0	0.524	1.0	1.0 	 0.83	0.79	0.844	1.0	1.0 	 0.82	1.0	0.559	1.0	1.0
1.0	1.0	0.508	1.0	1.0 	 0.82	0.93	0.899	1.0	1.0 	 0.88	0.78	0.351	1.0	1.0 	 0.78	0.78	0.874	1.0	1.0 	 0.5	0.5	0.925	1.0	1.0 	 0.94	0.94	0.664	1.0	1.0 	 0.78	0.78	0.848	1.0	1.0 	 0.57	0.57	1.002	1.0	1.0 	 0.18	0.4	0.291	1.0	1.0 	 0.64	0.7	0.335	1.0	1.0 	 0.33	0.5	1.025	1.0	1.0 	 1.0	1.0	0.388	1.0	1.0 	 0.83	0.77	0.486	1.0	1.0 	 0.64	0.78	0.521	1.0	1.0 	 1.0	1.0	0.592	1.0	1.0 	 0.7	0.88	0.345	1.0	1.0 	 1.0	1.0	0.537	1.0	1.0 	 0.88	0.78	0.347	1.0	1.0 	 0.72	0.72	0.822	1.0	1.0 	 0.69	0.69	1.812	1.0	1.0 	 0.93	1.0	0.585	1.0	1.0 	 0.78	0.88	0.272	1.0	1.0 	 0.89	0.84	1.315	1.0	1.0 	 1.0	1.0	0.459	1.0	1.0 	 1.0	1.0	0.582	1.0	1.0 	 0.83	0.88	0.64	1.0	1.0 	 1.0	1.0	0.519	1.0	1.0 	 0.83	0.79	0.849	1.0	1.0 	 0.82	1.0	0.562	1.0	1.0
1.0	1.0	0.524	1.0	1.0 	 0.82	0.93	0.892	1.0	1.0 	 0.88	0.78	0.355	1.0	1.0 	 0.78	0.78	0.864	1.0	1.0 	 0.47	0.5	1.041	1.0	1.0 	 0.94	0.94	0.633	1.0	1.0 	 0.78	0.78	0.853	1.0	1.0 	 0.57	0.57	1.002	1.0	1.0 	 0.18	0.4	0.301	1.0	1.0 	 0.64	0.7	0.458	1.0	1.0 	 0.33	0.5	0.97	1.0	1.0 	 1.0	1.0	0.39	1.0	1.0 	 0.83	0.77	0.5	1.0	1.0 	 0.64	0.78	0.521	1.0	1.0 	 1.0	1.0	0.587	1.0	1.0 	 0.7	0.88	0.376	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.88	0.78	0.35	1.0	1.0 	 0.72	0.72	0.854	1.0	1.0 	 0.79	0.85	0.403	1.0	1.0 	 0.93	1.0	0.601	1.0	1.0 	 0.78	0.88	0.273	1.0	1.0 	 0.89	0.84	1.333	1.0	1.0 	 1.0	1.0	0.466	1.0	1.0 	 1.0	1.0	0.584	1.0	1.0 	 0.83	0.88	0.639	1.0	1.0 	 1.0	1.0	0.524	1.0	1.0 	 0.83	0.79	0.851	1.0	1.0 	 0.82	1.0	0.564	1.0	1.0
1.0	1.0	0.508	1.0	1.0 	 0.82	0.93	0.897	1.0	1.0 	 0.88	0.78	0.376	1.0	1.0 	 0.78	0.78	0.831	1.0	1.0 	 0.47	0.5	0.941	1.0	1.0 	 0.94	0.94	0.634	1.0	1.0 	 0.78	0.78	0.861	1.0	1.0 	 0.57	0.57	1.017	1.0	1.0 	 0.18	0.4	0.248	1.0	1.0 	 0.64	0.7	0.402	1.0	1.0 	 0.33	0.5	0.962	1.0	1.0 	 1.0	1.0	0.404	1.0	1.0 	 0.83	0.77	0.514	1.0	1.0 	 0.64	0.78	0.528	1.0	1.0 	 1.0	1.0	0.619	1.0	1.0 	 0.7	0.88	0.379	1.0	1.0 	 1.0	1.0	0.546	1.0	1.0 	 0.88	0.78	0.352	1.0	1.0 	 0.72	0.72	0.82	1.0	1.0 	 0.79	0.85	0.512	1.0	1.0 	 0.93	1.0	0.589	1.0	1.0 	 0.78	0.88	0.275	1.0	1.0 	 0.89	0.84	1.332	1.0	1.0 	 1.0	1.0	0.457	1.0	1.0 	 1.0	1.0	0.578	1.0	1.0 	 0.83	0.88	0.685	1.0	1.0 	 1.0	1.0	0.531	1.0	1.0 	 0.78	0.74	0.86	1.0	1.0 	 0.82	1.0	0.577	1.0	1.0
1.0	1.0	0.515	1.0	1.0 	 0.79	0.73	1.124	1.0	1.0 	 0.88	0.78	0.363	1.0	1.0 	 0.78	0.78	0.946	1.0	1.0 	 0.77	0.71	1.033	1.0	1.0 	 1.0	0.94	0.591	1.0	1.0 	 0.78	0.78	0.939	1.0	1.0 	 0.57	0.57	0.98	1.0	1.0 	 0.18	0.4	0.252	1.0	1.0 	 0.64	0.7	0.736	1.0	1.0 	 0.33	0.5	0.977	1.0	1.0 	 1.0	1.0	0.413	1.0	1.0 	 0.83	0.77	0.542	1.0	1.0 	 0.64	0.78	0.649	1.0	1.0 	 1.0	1.0	0.577	1.0	1.0 	 0.7	0.88	0.387	1.0	1.0 	 1.0	1.0	0.589	1.0	1.0 	 0.88	0.78	0.359	1.0	1.0 	 0.78	0.78	0.958	1.0	1.0 	 0.79	0.85	0.442	1.0	1.0 	 0.93	1.0	0.577	1.0	1.0 	 0.78	0.88	0.368	1.0	1.0 	 0.89	0.84	1.326	1.0	1.0 	 1.0	1.0	0.474	1.0	1.0 	 1.0	1.0	0.538	1.0	1.0 	 0.83	0.88	0.713	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.78	0.74	0.874	1.0	1.0 	 0.82	1.0	0.575	1.0	1.0
1.0	1.0	0.532	1.0	1.0 	 0.79	0.73	1.028	1.0	1.0 	 0.88	0.78	0.381	1.0	1.0 	 0.78	0.78	0.964	1.0	1.0 	 0.5	0.5	1.102	1.0	1.0 	 1.0	0.94	0.599	1.0	1.0 	 0.78	0.78	0.97	1.0	1.0 	 0.57	0.57	0.989	1.0	1.0 	 0.18	0.4	0.254	1.0	1.0 	 0.64	0.7	0.735	1.0	1.0 	 0.33	0.5	0.995	1.0	1.0 	 1.0	1.0	0.404	1.0	1.0 	 0.83	0.77	0.567	1.0	1.0 	 0.64	0.78	0.65	1.0	1.0 	 1.0	1.0	0.571	1.0	1.0 	 0.7	0.88	0.44	1.0	1.0 	 1.0	1.0	0.529	1.0	1.0 	 0.88	0.78	0.37	1.0	1.0 	 0.78	0.78	0.976	1.0	1.0 	 0.79	0.85	0.414	1.0	1.0 	 0.93	1.0	0.596	1.0	1.0 	 0.78	0.88	0.374	1.0	1.0 	 0.89	0.84	1.331	1.0	1.0 	 1.0	1.0	0.477	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.83	0.88	0.615	1.0	1.0 	 1.0	1.0	0.526	1.0	1.0 	 0.78	0.74	0.875	1.0	1.0 	 0.9	1.0	0.496	1.0	1.0
