s01-cb.csv(10)	 	 	 	  	 s02-dma.csv(19)	 	 	 	  	 s03-ima-artists.xml(8)	 	 	 	  	 s04-ima-artworks.xml(19)	 	 	 	  	 s05-met.json(18)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(19)	 	 	 	  	 s08-s-17-edited.xml(8)	 	 	 	  	 s09-s-18-artists.json(6)	 	 	 	  	 s10-s-18-artworks.json(15)	 	 	 	  	 s11-s-19-artists.json(8)	 	 	 	  	 s12-s-19-artworks.json(12)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(14)	 	 	 	  	 s14-s-california-african-american.json(13)	 	 	 	  	 s15-s-detroit-institute-of-art.json(18)	 	 	 	  	 s16-s-hammer.xml(10)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(16)	 	 	 	  	 s18-s-indianapolis-artists.xml(8)	 	 	 	  	 s19-s-indianapolis-artworks.xml(19)	 	 	 	  	 s20-s-lacma.xml(14)	 	 	 	  	 s21-s-met.json(17)	 	 	 	  	 s22-s-moca.xml(10)	 	 	 	  	 s23-s-national-portrait-gallery.json(20)	 	 	 	  	 s24-s-norton-simon.json(13)	 	 	 	  	 s25-s-oakland-museum-paintings.json(16)	 	 	 	  	 s26-s-san-francisco-moma.json(17)	 	 	 	  	 s27-s-the-huntington.json(16)	 	 	 	  	 s28-wildlife-art.csv(23)	 	 	 	  	 s29-gilcrease.csv(14)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.481	1.0	1.0 	 0.8	0.8	1.59	1.0	1.0 	 0.88	0.78	0.331	1.0	1.0 	 0.78	0.78	0.883	1.0	1.0 	 0.67	0.57	1.572	1.0	1.0 	 0.93	0.72	0.455	1.0	1.0 	 0.78	0.78	0.899	1.0	1.0 	 0.57	0.57	0.996	1.0	1.0 	 0.22	0.4	0.295	1.0	1.0 	 0.45	0.5	0.499	1.0	1.0 	 0.33	0.5	0.861	1.0	1.0 	 0.8	0.89	0.354	1.0	1.0 	 0.83	0.77	0.448	1.0	1.0 	 0.54	0.78	0.404	1.0	1.0 	 0.81	0.87	0.642	1.0	1.0 	 0.67	0.75	0.303	1.0	1.0 	 1.0	1.0	0.456	1.0	1.0 	 0.88	0.78	0.326	1.0	1.0 	 0.83	0.83	1.109	1.0	1.0 	 0.64	0.69	2.1	1.0	1.0 	 1.0	1.0	0.615	1.0	1.0 	 0.78	0.88	0.247	1.0	1.0 	 0.89	0.84	0.973	1.0	1.0 	 1.0	1.0	0.409	1.0	1.0 	 0.81	0.87	0.484	1.0	1.0 	 0.67	0.71	3.132	1.0	1.0 	 1.0	1.0	0.453	1.0	1.0 	 0.89	0.84	48.163	1.0	1.0 	 0.82	1.0	0.458	1.0	1.0
1.0	1.0	0.526	1.0	1.0 	 0.8	0.8	2.177	1.0	1.0 	 0.88	0.78	0.328	1.0	1.0 	 0.78	0.78	0.882	1.0	1.0 	 0.75	0.64	2.312	1.0	1.0 	 0.93	0.72	0.456	1.0	1.0 	 0.78	0.78	0.907	1.0	1.0 	 0.57	0.57	0.944	1.0	1.0 	 0.22	0.4	0.292	1.0	1.0 	 0.45	0.5	0.577	1.0	1.0 	 0.33	0.5	0.828	1.0	1.0 	 0.8	0.89	0.365	1.0	1.0 	 0.83	0.77	0.44	1.0	1.0 	 0.54	0.78	0.492	1.0	1.0 	 1.0	1.0	0.517	1.0	1.0 	 0.67	0.75	0.298	1.0	1.0 	 1.0	1.0	0.466	1.0	1.0 	 0.88	0.78	0.322	1.0	1.0 	 0.78	0.78	0.907	1.0	1.0 	 0.69	0.69	2.119	1.0	1.0 	 1.0	1.0	0.513	1.0	1.0 	 0.78	0.88	0.255	1.0	1.0 	 0.89	0.84	1.079	1.0	1.0 	 1.0	1.0	0.439	1.0	1.0 	 1.0	1.0	0.501	1.0	1.0 	 0.75	0.71	3.208	1.0	1.0 	 1.0	1.0	0.469	1.0	1.0 	 0.83	0.79	31.222	1.0	1.0 	 0.82	1.0	0.463	1.0	1.0
1.0	1.0	0.516	1.0	1.0 	 0.64	0.6	2.618	1.0	1.0 	 0.88	0.78	0.355	1.0	1.0 	 0.78	0.78	0.906	1.0	1.0 	 0.58	0.5	2.036	1.0	1.0 	 0.93	0.72	0.487	1.0	1.0 	 0.78	0.78	0.91	1.0	1.0 	 0.57	0.57	0.945	1.0	1.0 	 0.22	0.4	0.299	1.0	1.0 	 0.45	0.5	0.559	1.0	1.0 	 0.33	0.5	0.849	1.0	1.0 	 0.8	0.89	0.394	1.0	1.0 	 0.83	0.77	0.436	1.0	1.0 	 0.54	0.78	0.49	1.0	1.0 	 1.0	1.0	0.507	1.0	1.0 	 0.67	0.75	0.328	1.0	1.0 	 1.0	1.0	0.483	1.0	1.0 	 0.88	0.78	0.335	1.0	1.0 	 0.78	0.78	0.91	1.0	1.0 	 0.69	0.69	2.064	1.0	1.0 	 1.0	1.0	0.616	1.0	1.0 	 0.78	0.88	0.255	1.0	1.0 	 0.89	0.84	1.065	1.0	1.0 	 1.0	1.0	0.437	1.0	1.0 	 1.0	1.0	0.501	1.0	1.0 	 0.75	0.71	3.105	1.0	1.0 	 1.0	1.0	0.471	1.0	1.0 	 0.78	0.74	48.183	1.0	1.0 	 0.82	1.0	0.474	1.0	1.0
1.0	1.0	0.49	1.0	1.0 	 0.75	0.8	0.677	1.0	1.0 	 0.88	0.78	0.34	1.0	1.0 	 0.78	0.78	0.919	1.0	1.0 	 0.58	0.5	1.872	1.0	1.0 	 0.93	0.72	0.493	1.0	1.0 	 0.78	0.78	0.902	1.0	1.0 	 0.57	0.57	0.946	1.0	1.0 	 0.1	0.2	0.285	1.0	1.0 	 0.42	0.5	0.507	1.0	1.0 	 0.33	0.5	0.903	1.0	1.0 	 0.8	0.89	0.373	1.0	1.0 	 0.83	0.77	0.459	1.0	1.0 	 0.54	0.78	0.507	1.0	1.0 	 1.0	1.0	0.542	1.0	1.0 	 0.67	0.75	0.347	1.0	1.0 	 1.0	1.0	0.502	1.0	1.0 	 0.88	0.78	0.331	1.0	1.0 	 0.78	0.78	0.91	1.0	1.0 	 0.69	0.69	2.15	1.0	1.0 	 1.0	1.0	0.593	1.0	1.0 	 0.78	0.88	0.26	1.0	1.0 	 0.89	0.84	1.295	1.0	1.0 	 1.0	1.0	0.437	1.0	1.0 	 1.0	1.0	0.54	1.0	1.0 	 0.61	0.65	3.905	1.0	1.0 	 1.0	1.0	0.5	1.0	1.0 	 0.83	0.79	90.415	1.0	1.0 	 0.82	1.0	0.481	1.0	1.0
1.0	1.0	0.498	1.0	1.0 	 0.75	0.8	0.683	1.0	1.0 	 0.88	0.78	0.35	1.0	1.0 	 0.78	0.78	0.925	1.0	1.0 	 0.58	0.5	1.904	1.0	1.0 	 0.93	0.72	0.555	1.0	1.0 	 0.78	0.78	0.918	1.0	1.0 	 0.57	0.57	0.949	1.0	1.0 	 0.1	0.2	0.289	1.0	1.0 	 0.45	0.5	0.458	1.0	1.0 	 0.33	0.5	0.966	1.0	1.0 	 1.0	1.0	0.379	1.0	1.0 	 0.83	0.77	0.472	1.0	1.0 	 0.64	0.78	0.504	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.67	0.75	0.326	1.0	1.0 	 1.0	1.0	0.505	1.0	1.0 	 0.88	0.78	0.337	1.0	1.0 	 0.78	0.78	0.917	1.0	1.0 	 0.69	0.69	2.018	1.0	1.0 	 1.0	1.0	0.589	1.0	1.0 	 0.78	0.88	0.254	1.0	1.0 	 0.89	0.84	1.298	1.0	1.0 	 1.0	1.0	0.523	1.0	1.0 	 1.0	1.0	0.543	1.0	1.0 	 0.75	0.71	2.732	1.0	1.0 	 1.0	1.0	0.506	1.0	1.0 	 0.83	0.79	80.582	1.0	1.0 	 0.82	1.0	0.486	1.0	1.0
1.0	1.0	0.534	1.0	1.0 	 0.75	0.8	0.692	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.78	0.78	0.914	1.0	1.0 	 0.58	0.5	2.164	1.0	1.0 	 0.93	0.72	0.551	1.0	1.0 	 0.78	0.78	1.011	1.0	1.0 	 0.57	0.57	0.946	1.0	1.0 	 0.1	0.2	0.263	1.0	1.0 	 0.6	0.6	0.444	1.0	1.0 	 0.33	0.5	0.901	1.0	1.0 	 1.0	1.0	0.381	1.0	1.0 	 0.83	0.77	0.476	1.0	1.0 	 0.64	0.78	0.502	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 0.7	0.88	0.321	1.0	1.0 	 1.0	1.0	0.51	1.0	1.0 	 0.88	0.78	0.33	1.0	1.0 	 0.78	0.78	0.908	1.0	1.0 	 0.71	0.77	1.742	1.0	1.0 	 0.93	1.0	0.608	1.0	1.0 	 0.78	0.88	0.329	1.0	1.0 	 0.89	0.84	1.616	1.0	1.0 	 1.0	1.0	0.481	1.0	1.0 	 1.0	1.0	0.537	1.0	1.0 	 0.81	0.76	3.218	1.0	1.0 	 1.0	1.0	0.536	1.0	1.0 	 0.83	0.79	65.52	1.0	1.0 	 0.82	1.0	0.541	1.0	1.0
1.0	1.0	0.538	1.0	1.0 	 0.75	0.8	0.69	1.0	1.0 	 0.88	0.78	0.333	1.0	1.0 	 0.78	0.78	0.921	1.0	1.0 	 0.58	0.5	1.972	1.0	1.0 	 0.93	0.72	0.557	1.0	1.0 	 0.78	0.78	0.984	1.0	1.0 	 0.57	0.57	0.979	1.0	1.0 	 0.1	0.2	0.289	1.0	1.0 	 0.6	0.6	0.436	1.0	1.0 	 0.33	0.5	1.028	1.0	1.0 	 1.0	1.0	0.382	1.0	1.0 	 0.83	0.77	0.459	1.0	1.0 	 0.64	0.78	0.503	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.7	0.88	0.332	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 0.88	0.78	0.349	1.0	1.0 	 0.78	0.78	0.903	1.0	1.0 	 0.71	0.77	1.694	1.0	1.0 	 0.93	1.0	0.67	1.0	1.0 	 0.78	0.88	0.325	1.0	1.0 	 0.89	0.84	1.584	1.0	1.0 	 1.0	1.0	0.444	1.0	1.0 	 1.0	1.0	0.54	1.0	1.0 	 0.81	0.76	2.987	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 0.72	0.68	45.113	1.0	1.0 	 0.82	1.0	0.56	1.0	1.0
1.0	1.0	0.542	1.0	1.0 	 0.75	0.8	0.68	1.0	1.0 	 0.88	0.78	0.341	1.0	1.0 	 0.78	0.78	0.918	1.0	1.0 	 0.58	0.5	1.996	1.0	1.0 	 0.93	0.72	0.547	1.0	1.0 	 0.78	0.78	1.004	1.0	1.0 	 0.57	0.57	0.977	1.0	1.0 	 0.1	0.2	0.307	1.0	1.0 	 0.6	0.6	0.449	1.0	1.0 	 0.33	0.5	0.916	1.0	1.0 	 1.0	1.0	0.383	1.0	1.0 	 0.83	0.77	0.477	1.0	1.0 	 0.64	0.78	0.506	1.0	1.0 	 1.0	1.0	0.554	1.0	1.0 	 0.7	0.88	0.338	1.0	1.0 	 1.0	1.0	0.581	1.0	1.0 	 0.88	0.78	0.346	1.0	1.0 	 0.78	0.78	0.913	1.0	1.0 	 0.71	0.77	1.681	1.0	1.0 	 0.93	1.0	0.672	1.0	1.0 	 0.78	0.88	0.266	1.0	1.0 	 0.89	0.84	1.569	1.0	1.0 	 1.0	1.0	0.443	1.0	1.0 	 1.0	1.0	0.545	1.0	1.0 	 0.81	0.76	2.824	1.0	1.0 	 1.0	1.0	0.515	1.0	1.0 	 0.72	0.68	45.496	1.0	1.0 	 0.82	1.0	0.561	1.0	1.0
1.0	1.0	0.484	1.0	1.0 	 0.75	0.8	0.686	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.78	0.78	0.916	1.0	1.0 	 0.75	0.64	2.156	1.0	1.0 	 0.93	0.72	0.546	1.0	1.0 	 0.78	0.78	0.935	1.0	1.0 	 0.57	0.57	0.948	1.0	1.0 	 0.1	0.2	0.274	1.0	1.0 	 0.55	0.6	0.444	1.0	1.0 	 0.33	0.5	0.907	1.0	1.0 	 1.0	1.0	0.393	1.0	1.0 	 0.83	0.77	0.484	1.0	1.0 	 0.64	0.78	0.641	1.0	1.0 	 1.0	1.0	0.546	1.0	1.0 	 0.7	0.88	0.333	1.0	1.0 	 1.0	1.0	0.567	1.0	1.0 	 0.88	0.78	0.34	1.0	1.0 	 0.78	0.78	0.919	1.0	1.0 	 0.71	0.77	1.848	1.0	1.0 	 0.93	1.0	0.667	1.0	1.0 	 0.78	0.88	0.261	1.0	1.0 	 0.89	0.84	1.695	1.0	1.0 	 1.0	1.0	0.56	1.0	1.0 	 1.0	1.0	0.554	1.0	1.0 	 0.81	0.76	2.932	1.0	1.0 	 1.0	1.0	0.517	1.0	1.0 	 0.83	0.79	49.065	1.0	1.0 	 0.82	1.0	0.568	1.0	1.0
1.0	1.0	0.458	1.0	1.0 	 0.75	0.8	0.691	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.78	0.78	0.953	1.0	1.0 	 0.5	0.5	0.741	1.0	1.0 	 0.93	0.72	0.543	1.0	1.0 	 0.78	0.78	0.914	1.0	1.0 	 0.57	0.57	0.954	1.0	1.0 	 0.1	0.2	0.241	1.0	1.0 	 0.55	0.6	0.47	1.0	1.0 	 0.33	0.5	0.916	1.0	1.0 	 1.0	1.0	0.384	1.0	1.0 	 0.83	0.77	0.478	1.0	1.0 	 0.64	0.78	0.513	1.0	1.0 	 1.0	1.0	0.553	1.0	1.0 	 0.7	0.88	0.337	1.0	1.0 	 1.0	1.0	0.502	1.0	1.0 	 0.88	0.78	0.337	1.0	1.0 	 0.78	0.78	0.907	1.0	1.0 	 0.71	0.77	1.785	1.0	1.0 	 0.93	1.0	0.584	1.0	1.0 	 0.78	0.88	0.265	1.0	1.0 	 0.89	0.84	1.269	1.0	1.0 	 1.0	1.0	0.474	1.0	1.0 	 1.0	1.0	0.519	1.0	1.0 	 0.81	0.76	2.605	1.0	1.0 	 1.0	1.0	0.506	1.0	1.0 	 0.83	0.79	68.14	1.0	1.0 	 0.82	1.0	0.529	1.0	1.0
1.0	1.0	0.457	1.0	1.0 	 0.82	0.93	0.812	1.0	1.0 	 0.88	0.78	0.342	1.0	1.0 	 0.78	0.78	0.926	1.0	1.0 	 0.5	0.5	0.756	1.0	1.0 	 0.93	0.72	0.539	1.0	1.0 	 0.78	0.78	0.925	1.0	1.0 	 0.57	0.57	0.943	1.0	1.0 	 0.1	0.2	0.244	1.0	1.0 	 0.55	0.6	0.436	1.0	1.0 	 0.33	0.5	0.921	1.0	1.0 	 1.0	1.0	0.381	1.0	1.0 	 0.83	0.77	0.496	1.0	1.0 	 0.64	0.78	0.531	1.0	1.0 	 1.0	1.0	0.552	1.0	1.0 	 0.7	0.88	0.46	1.0	1.0 	 1.0	1.0	0.503	1.0	1.0 	 0.88	0.78	0.34	1.0	1.0 	 0.78	0.78	0.933	1.0	1.0 	 0.71	0.77	1.738	1.0	1.0 	 0.93	1.0	0.591	1.0	1.0 	 0.78	0.88	0.27	1.0	1.0 	 0.89	0.84	1.75	1.0	1.0 	 1.0	1.0	0.448	1.0	1.0 	 1.0	1.0	0.54	1.0	1.0 	 0.83	0.88	0.591	1.0	1.0 	 1.0	1.0	0.533	1.0	1.0 	 0.89	0.84	0.934	1.0	1.0 	 0.82	1.0	0.537	1.0	1.0
1.0	1.0	0.477	1.0	1.0 	 0.82	0.93	0.832	1.0	1.0 	 0.88	0.78	0.358	1.0	1.0 	 0.78	0.78	0.922	1.0	1.0 	 0.5	0.5	0.754	1.0	1.0 	 0.93	0.72	0.54	1.0	1.0 	 0.78	0.78	1.056	1.0	1.0 	 0.57	0.57	0.949	1.0	1.0 	 0.1	0.2	0.249	1.0	1.0 	 0.55	0.6	0.455	1.0	1.0 	 0.33	0.5	0.909	1.0	1.0 	 1.0	1.0	0.393	1.0	1.0 	 0.83	0.77	0.499	1.0	1.0 	 0.64	0.78	0.521	1.0	1.0 	 1.0	1.0	0.576	1.0	1.0 	 0.7	0.88	0.36	1.0	1.0 	 1.0	1.0	0.507	1.0	1.0 	 0.88	0.78	0.338	1.0	1.0 	 0.78	0.78	0.91	1.0	1.0 	 0.71	0.77	1.785	1.0	1.0 	 0.93	1.0	0.589	1.0	1.0 	 0.78	0.88	0.268	1.0	1.0 	 0.89	0.84	1.316	1.0	1.0 	 1.0	1.0	0.449	1.0	1.0 	 1.0	1.0	0.527	1.0	1.0 	 0.83	0.88	0.596	1.0	1.0 	 1.0	1.0	0.544	1.0	1.0 	 0.89	0.84	0.929	1.0	1.0 	 0.82	1.0	0.545	1.0	1.0
1.0	1.0	0.5	1.0	1.0 	 0.82	0.93	0.854	1.0	1.0 	 0.88	0.78	0.347	1.0	1.0 	 0.78	0.78	0.826	1.0	1.0 	 0.5	0.5	0.875	1.0	1.0 	 0.94	0.94	0.621	1.0	1.0 	 0.78	0.78	0.814	1.0	1.0 	 0.57	0.57	0.985	1.0	1.0 	 0.18	0.4	0.264	1.0	1.0 	 0.55	0.6	0.458	1.0	1.0 	 0.33	0.5	0.909	1.0	1.0 	 1.0	1.0	0.399	1.0	1.0 	 0.83	0.77	0.516	1.0	1.0 	 0.64	0.78	0.526	1.0	1.0 	 1.0	1.0	0.688	1.0	1.0 	 0.7	0.88	0.344	1.0	1.0 	 1.0	1.0	0.525	1.0	1.0 	 0.88	0.78	0.358	1.0	1.0 	 0.72	0.72	0.811	1.0	1.0 	 0.71	0.77	1.79	1.0	1.0 	 0.93	1.0	0.585	1.0	1.0 	 0.78	0.88	0.271	1.0	1.0 	 0.89	0.84	1.28	1.0	1.0 	 1.0	1.0	0.454	1.0	1.0 	 1.0	1.0	0.532	1.0	1.0 	 0.83	0.88	0.597	1.0	1.0 	 1.0	1.0	0.544	1.0	1.0 	 0.89	0.84	0.928	1.0	1.0 	 0.82	1.0	0.542	1.0	1.0
1.0	1.0	0.506	1.0	1.0 	 0.82	0.93	0.847	1.0	1.0 	 0.88	0.78	0.344	1.0	1.0 	 0.78	0.78	0.824	1.0	1.0 	 0.5	0.5	0.888	1.0	1.0 	 0.94	0.94	0.634	1.0	1.0 	 0.78	0.78	0.821	1.0	1.0 	 0.57	0.57	0.98	1.0	1.0 	 0.18	0.4	0.246	1.0	1.0 	 0.55	0.6	0.442	1.0	1.0 	 0.33	0.5	0.922	1.0	1.0 	 1.0	1.0	0.389	1.0	1.0 	 0.83	0.77	0.514	1.0	1.0 	 0.64	0.78	0.531	1.0	1.0 	 1.0	1.0	0.596	1.0	1.0 	 0.7	0.88	0.365	1.0	1.0 	 1.0	1.0	0.531	1.0	1.0 	 0.88	0.78	0.35	1.0	1.0 	 0.72	0.72	0.82	1.0	1.0 	 0.71	0.77	1.799	1.0	1.0 	 0.93	1.0	0.602	1.0	1.0 	 0.78	0.88	0.273	1.0	1.0 	 0.89	0.84	1.396	1.0	1.0 	 1.0	1.0	0.451	1.0	1.0 	 1.0	1.0	0.562	1.0	1.0 	 0.83	0.88	0.635	1.0	1.0 	 1.0	1.0	0.53	1.0	1.0 	 0.83	0.79	0.825	1.0	1.0 	 0.82	1.0	0.614	1.0	1.0
1.0	1.0	0.522	1.0	1.0 	 0.82	0.93	0.858	1.0	1.0 	 0.88	0.78	0.359	1.0	1.0 	 0.78	0.78	0.843	1.0	1.0 	 0.5	0.5	0.914	1.0	1.0 	 0.94	0.94	0.643	1.0	1.0 	 0.78	0.78	0.844	1.0	1.0 	 0.57	0.57	0.955	1.0	1.0 	 0.18	0.4	0.245	1.0	1.0 	 0.64	0.7	0.344	1.0	1.0 	 0.33	0.5	0.945	1.0	1.0 	 1.0	1.0	0.394	1.0	1.0 	 0.83	0.77	0.53	1.0	1.0 	 0.64	0.78	0.507	1.0	1.0 	 1.0	1.0	0.587	1.0	1.0 	 0.7	0.88	0.348	1.0	1.0 	 1.0	1.0	0.529	1.0	1.0 	 0.88	0.78	0.352	1.0	1.0 	 0.72	0.72	0.83	1.0	1.0 	 0.69	0.69	1.835	1.0	1.0 	 0.93	1.0	0.591	1.0	1.0 	 0.78	0.88	0.277	1.0	1.0 	 0.89	0.84	1.259	1.0	1.0 	 1.0	1.0	0.46	1.0	1.0 	 1.0	1.0	0.579	1.0	1.0 	 0.83	0.88	0.635	1.0	1.0 	 1.0	1.0	0.528	1.0	1.0 	 0.83	0.79	0.848	1.0	1.0 	 0.82	1.0	0.636	1.0	1.0
1.0	1.0	0.525	1.0	1.0 	 0.82	0.93	0.887	1.0	1.0 	 0.88	0.78	0.353	1.0	1.0 	 0.78	0.78	0.839	1.0	1.0 	 0.47	0.5	0.941	1.0	1.0 	 0.94	0.94	0.644	1.0	1.0 	 0.78	0.78	0.852	1.0	1.0 	 0.57	0.57	0.958	1.0	1.0 	 0.18	0.4	0.249	1.0	1.0 	 0.64	0.7	0.452	1.0	1.0 	 0.33	0.5	0.933	1.0	1.0 	 1.0	1.0	0.401	1.0	1.0 	 0.83	0.77	0.556	1.0	1.0 	 0.64	0.78	0.524	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 0.7	0.88	0.405	1.0	1.0 	 1.0	1.0	0.535	1.0	1.0 	 0.88	0.78	0.345	1.0	1.0 	 0.72	0.72	0.841	1.0	1.0 	 0.79	0.85	0.413	1.0	1.0 	 0.93	1.0	0.598	1.0	1.0 	 0.78	0.88	0.275	1.0	1.0 	 0.89	0.84	1.301	1.0	1.0 	 1.0	1.0	0.461	1.0	1.0 	 1.0	1.0	0.572	1.0	1.0 	 0.83	0.88	0.622	1.0	1.0 	 1.0	1.0	0.528	1.0	1.0 	 0.83	0.79	0.851	1.0	1.0 	 0.82	1.0	0.674	1.0	1.0
1.0	1.0	0.521	1.0	1.0 	 0.82	0.93	0.883	1.0	1.0 	 0.88	0.78	0.35	1.0	1.0 	 0.78	0.78	0.834	1.0	1.0 	 0.47	0.5	0.927	1.0	1.0 	 0.94	0.94	0.659	1.0	1.0 	 0.78	0.78	0.821	1.0	1.0 	 0.57	0.57	0.984	1.0	1.0 	 0.18	0.4	0.252	1.0	1.0 	 0.64	0.7	0.402	1.0	1.0 	 0.33	0.5	0.938	1.0	1.0 	 1.0	1.0	0.397	1.0	1.0 	 0.83	0.77	0.594	1.0	1.0 	 0.64	0.78	0.522	1.0	1.0 	 1.0	1.0	0.585	1.0	1.0 	 0.7	0.88	0.383	1.0	1.0 	 1.0	1.0	0.527	1.0	1.0 	 0.88	0.78	0.356	1.0	1.0 	 0.72	0.72	0.832	1.0	1.0 	 0.79	0.85	0.422	1.0	1.0 	 0.93	1.0	0.597	1.0	1.0 	 0.78	0.88	0.274	1.0	1.0 	 0.89	0.84	1.365	1.0	1.0 	 1.0	1.0	0.462	1.0	1.0 	 1.0	1.0	0.572	1.0	1.0 	 0.83	0.88	0.641	1.0	1.0 	 1.0	1.0	0.536	1.0	1.0 	 0.78	0.74	0.875	1.0	1.0 	 0.82	1.0	0.622	1.0	1.0
1.0	1.0	0.495	1.0	1.0 	 0.79	0.73	1.003	1.0	1.0 	 0.88	0.78	0.366	1.0	1.0 	 0.78	0.78	0.946	1.0	1.0 	 0.77	0.71	1.043	1.0	1.0 	 1.0	0.94	0.646	1.0	1.0 	 0.78	0.78	0.939	1.0	1.0 	 0.57	0.57	0.944	1.0	1.0 	 0.18	0.4	0.295	1.0	1.0 	 0.64	0.7	0.718	1.0	1.0 	 0.33	0.5	0.93	1.0	1.0 	 1.0	1.0	0.407	1.0	1.0 	 0.83	0.77	0.538	1.0	1.0 	 0.64	0.78	0.634	1.0	1.0 	 1.0	1.0	0.566	1.0	1.0 	 0.7	0.88	0.39	1.0	1.0 	 1.0	1.0	0.527	1.0	1.0 	 0.88	0.78	0.356	1.0	1.0 	 0.78	0.78	0.95	1.0	1.0 	 0.79	0.85	0.431	1.0	1.0 	 0.93	1.0	0.588	1.0	1.0 	 0.78	0.88	0.366	1.0	1.0 	 0.89	0.84	1.278	1.0	1.0 	 1.0	1.0	0.467	1.0	1.0 	 1.0	1.0	0.587	1.0	1.0 	 0.83	0.88	0.605	1.0	1.0 	 1.0	1.0	0.521	1.0	1.0 	 0.78	0.74	0.869	1.0	1.0 	 0.82	1.0	0.602	1.0	1.0
1.0	1.0	0.507	1.0	1.0 	 0.79	0.73	0.967	1.0	1.0 	 0.88	0.78	0.37	1.0	1.0 	 0.78	0.78	0.937	1.0	1.0 	 0.5	0.5	1.089	1.0	1.0 	 1.0	0.94	0.618	1.0	1.0 	 0.78	0.78	0.945	1.0	1.0 	 0.57	0.57	0.939	1.0	1.0 	 0.18	0.4	0.316	1.0	1.0 	 0.64	0.7	0.711	1.0	1.0 	 0.33	0.5	1.02	1.0	1.0 	 1.0	1.0	0.415	1.0	1.0 	 0.83	0.77	0.535	1.0	1.0 	 0.64	0.78	0.648	1.0	1.0 	 1.0	1.0	0.57	1.0	1.0 	 0.7	0.88	0.395	1.0	1.0 	 1.0	1.0	0.52	1.0	1.0 	 0.88	0.78	0.357	1.0	1.0 	 0.78	0.78	0.955	1.0	1.0 	 0.79	0.85	0.432	1.0	1.0 	 0.93	1.0	0.592	1.0	1.0 	 0.78	0.88	0.375	1.0	1.0 	 0.89	0.84	1.282	1.0	1.0 	 1.0	1.0	0.49	1.0	1.0 	 1.0	1.0	0.573	1.0	1.0 	 0.83	0.88	0.627	1.0	1.0 	 1.0	1.0	0.531	1.0	1.0 	 0.78	0.74	0.857	1.0	1.0 	 0.9	1.0	0.517	1.0	1.0
